Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved , Wrong Cuts
PR+AF , ./data/ccvrp/A-n32-k5-scen-L666.svrp , 808.75 , 778 , 3.80216 , 0.06 , 49.984 , 5 , 796 , 12.75 , 12.29 , 12.36 , 808.75 , 808.75 , 0 , 6220 , 1807 , 2.21062 , 368 , 0.90362 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/ccvrp/A-n32-k5-scen-L666.svrp , 808.75 , 778 , 3.80216 , 0.059 , 26.978 , 5 , 796 , 12.75 , 12.33 , 12.33 , 808.75 , 808.75 , 0 , 5387 , 1326 , 1.69721 , 245 , 1.26099 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/ccvrp/A-n32-k5-scen-L666.svrp , 808.75 , 778 , 3.80216 , 0.06 , 40.467 , 5 , 796 , 12.75 , 12.29 , 12.36 , 808.75 , 808.75 , 0 , 6594 , 1579 , 2.17825 , 288 , 1.60941 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 873.45 , 774.4 , 11.3401 , 0.085 , 600.066 , 6 , 804 , 69.45 , 69.13 , 69.13 , 873.45 , 809.846 , 7.28191 , 26537 , 7248 , 11.7758 , 2126 , 6.73055 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 861.57 , 774.4 , 10.1176 , 0.086 , 600.072 , 6 , 837 , 24.57 , 24.01 , 24.01 , 861.57 , 809.5 , 6.04362 , 26317 , 7225 , 11.7802 , 1973 , 6.89228 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 854.09 , 774.4 , 9.3304 , 0.086 , 600.054 , 6 , 837 , 17.09 , 16.53 , 16.53 , 854.09 , 811 , 5.04514 , 29605 , 6575 , 14.1416 , 1942 , 12.1392 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 871.75 , 774.4 , 11.1672 , 0.085 , 600.078 , 6 , 794 , 77.75 , 77.43 , 77.43 , 871.75 , 808.185 , 7.29163 , 24756 , 7353 , 11.3281 , 2244 , 10.6052 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 871.75 , 774.4 , 11.1672 , 0.085 , 600.088 , 6 , 794 , 77.75 , 77.43 , 77.43 , 871.75 , 809.833 , 7.10257 , 27076 , 7308 , 12.0636 , 2250 , 7.34082 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 871.75 , 774.4 , 11.1672 , 0.086 , 600.062 , 6 , 794 , 77.75 , 77.43 , 77.43 , 871.75 , 811.643 , 6.895 , 24657 , 7346 , 10.3434 , 1949 , 5.49167 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 871.75 , 774.4 , 11.1672 , 0.086 , 600.066 , 6 , 794 , 77.75 , 77.43 , 77.43 , 871.75 , 810.403 , 7.0372 , 23345 , 6927 , 10.4496 , 2246 , 10.0821 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 873.45 , 774.4 , 11.3401 , 0.086 , 600.081 , 6 , 804 , 69.45 , 69.13 , 69.13 , 873.45 , 810.333 , 7.22613 , 24634 , 7132 , 10.8999 , 2181 , 10.3948 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 773.947 , 2.55988 , 0.089 , 1.782 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 92 , 330 , 0.098056 , 21 , 0.026056 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 773.947 , 2.55988 , 0.088 , 1.795 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 108 , 338 , 0.106054 , 18 , 0.024446 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 773.947 , 2.55988 , 0.087 , 1.781 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 92 , 330 , 0.097499 , 21 , 0.036117 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 773.947 , 2.55988 , 0.088 , 1.807 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 108 , 338 , 0.105952 , 18 , 0.035418 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 773.947 , 2.55988 , 0.088 , 2.007 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 173 , 371 , 0.136306 , 21 , 0.026301 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 773.947 , 2.55988 , 0.089 , 2.021 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 175 , 370 , 0.137197 , 23 , 0.028263 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 773.947 , 2.55988 , 0.09 , 2.024 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 171 , 378 , 0.130635 , 23 , 0.03759 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 794.28 , 773.947 , 2.55988 , 0.09 , 2.012 , 6 , 789 , 5.28 , 5.28 , 5.28 , 794.28 , 794.28 , 0 , 163 , 371 , 0.130545 , 23 , 0.037562 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 894.18 , 800.5 , 10.4766 , 0.089 , 600.069 , 6 , 852 , 42.18 , 42.11 , 42.12 , 894.18 , 823.667 , 7.88581 , 15972 , 8120 , 10.0239 , 1138 , 2.72586 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 901.77 , 800.5 , 11.2301 , 0.09 , 600.054 , 6 , 824 , 77.77 , 76.54 , 76.54 , 901.77 , 823 , 8.73504 , 17061 , 7652 , 11.4161 , 981 , 3.00529 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 923.02 , 800.5 , 13.2738 , 0.089 , 600.062 , 6 , 875 , 48.02 , 46.79 , 46.79 , 923.02 , 820.6 , 11.0962 , 13752 , 8012 , 9.30198 , 1138 , 4.742 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 885.31 , 800.5 , 9.5797 , 0.088 , 600.062 , 6 , 848 , 37.31 , 37.31 , 37.31 , 885.31 , 822.143 , 7.13503 , 17105 , 7648 , 10.3913 , 1358 , 5.95574 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 927.97 , 800.5 , 13.7364 , 0.089 , 600.078 , 6 , 850 , 77.97 , 75.47 , 75.47 , 927.97 , 822.125 , 11.4061 , 14862 , 8594 , 8.81747 , 1447 , 2.6889 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 918.65 , 800.5 , 12.8613 , 0.091 , 600.085 , 6 , 866 , 52.65 , 52.39 , 52.39 , 918.65 , 819.667 , 10.7749 , 14659 , 8285 , 8.56039 , 1176 , 2.61355 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 919.51 , 800.5 , 12.9428 , 0.096 , 600.072 , 6 , 867 , 52.51 , 50.1 , 50.1 , 919.51 , 821 , 10.7133 , 14255 , 7699 , 8.56443 , 1501 , 5.09919 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 912.73 , 800.5 , 12.2961 , 0.091 , 600.062 , 6 , 842 , 70.73 , 68.32 , 68.32 , 912.73 , 818.547 , 10.3188 , 15587 , 8544 , 9.74916 , 1396 , 5.59478 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 831.91 , 786.5 , 5.45852 , 0.132 , 600.054 , 5 , 818 , 13.91 , 13.89 , 13.9 , 831.91 , 817 , 1.79226 , 32083 , 6541 , 17.7128 , 476 , 4.99056 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 829.91 , 786.5 , 5.23069 , 0.131 , 600.047 , 5 , 816 , 13.91 , 13.89 , 13.9 , 829.91 , 814 , 1.91708 , 21824 , 6501 , 13.0164 , 615 , 3.24758 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 829.91 , 786.5 , 5.23069 , 0.141 , 600.052 , 5 , 816 , 13.91 , 13.89 , 13.9 , 829.91 , 817.125 , 1.54053 , 31306 , 6193 , 17.8918 , 481 , 9.32361 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 829.91 , 786.5 , 5.23069 , 0.136 , 600.083 , 5 , 816 , 13.91 , 13.89 , 13.9 , 829.91 , 814.25 , 1.88695 , 30776 , 5900 , 17.2601 , 496 , 9.07699 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 829.91 , 786.5 , 5.23069 , 0.14 , 600.047 , 5 , 816 , 13.91 , 13.89 , 13.9 , 829.91 , 815.5 , 1.73633 , 26240 , 5993 , 15.2266 , 553 , 3.53073 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 829.91 , 786.5 , 5.23069 , 0.127 , 600.05 , 5 , 816 , 13.91 , 13.89 , 13.9 , 829.91 , 814.167 , 1.89699 , 30946 , 5614 , 18.9685 , 386 , 4.70872 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 829.91 , 786.5 , 5.23069 , 0.129 , 600.077 , 5 , 816 , 13.91 , 13.89 , 13.9 , 829.91 , 815 , 1.79658 , 27270 , 5883 , 14.835 , 657 , 7.78043 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 830.91 , 786.5 , 5.34474 , 0.132 , 600.055 , 5 , 817 , 13.91 , 13.89 , 13.9 , 830.91 , 812.88 , 2.16991 , 28207 , 5882 , 18.2324 , 465 , 8.81928 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 734.89 , 668.714 , 9.00485 , 0.102 , 600.059 , 6 , 676 , 58.89 , 55.26 , 55.97 , 734.89 , 695.5 , 5.35999 , 16570 , 6564 , 8.73007 , 1159 , 2.96947 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 734.89 , 668.714 , 9.00485 , 0.104 , 600.106 , 6 , 676 , 58.89 , 55.26 , 55.97 , 734.89 , 696.436 , 5.23257 , 21401 , 6604 , 10.8434 , 1376 , 3.85856 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 731.74 , 668.714 , 8.61313 , 0.103 , 600.061 , 6 , 676 , 55.74 , 52.78 , 53.21 , 731.74 , 697.444 , 4.68685 , 20497 , 6159 , 11.2908 , 1314 , 7.60963 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 731.74 , 668.714 , 8.61313 , 0.105 , 600.136 , 6 , 676 , 55.74 , 52.78 , 53.21 , 731.74 , 697.714 , 4.64997 , 23433 , 6961 , 12.3849 , 1339 , 8.33477 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 731.74 , 668.714 , 8.61313 , 0.103 , 600.06 , 6 , 676 , 55.74 , 52.78 , 53.21 , 731.74 , 696.998 , 4.74781 , 22788 , 7101 , 12.8274 , 1393 , 4.11008 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 731.74 , 668.714 , 8.61312 , 0.109 , 600.067 , 6 , 676 , 55.74 , 52.78 , 53.21 , 731.74 , 698.057 , 4.60314 , 25495 , 7147 , 13.2959 , 1445 , 4.50885 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 731.74 , 668.714 , 8.61313 , 0.106 , 600.069 , 6 , 676 , 55.74 , 52.78 , 53.21 , 731.74 , 699 , 4.47427 , 23953 , 6598 , 12.8623 , 1445 , 8.69808 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 731.74 , 668.714 , 8.61312 , 0.104 , 600.138 , 6 , 676 , 55.74 , 52.78 , 53.21 , 731.74 , 698.798 , 4.5019 , 22125 , 7083 , 11.824 , 1802 , 8.04955 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 662.562 , 3.62447 , 0.121 , 8.892 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 2309 , 1012 , 0.986578 , 73 , 0.209719 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 662.562 , 3.62447 , 0.122 , 10.386 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 1578 , 892 , 0.968837 , 67 , 0.194125 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+SEP , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 662.562 , 3.62447 , 0.12 , 9.688 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 1851 , 928 , 0.964666 , 72 , 0.479161 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG+AF+SEP , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 662.562 , 3.62447 , 0.123 , 9.861 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 1687 , 988 , 0.952757 , 69 , 0.397097 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 662.562 , 3.62447 , 0.123 , 8.448 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 2165 , 983 , 0.949375 , 65 , 0.19689 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 662.562 , 3.62447 , 0.123 , 8.857 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 2573 , 962 , 0.972119 , 72 , 0.248636 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+SEP , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 662.562 , 3.62447 , 0.125 , 9.101 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 2434 , 981 , 0.95917 , 70 , 0.496034 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+AF+SEP , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 687.48 , 662.562 , 3.62447 , 0.121 , 7.71 , 5 , 669 , 18.48 , 18.48 , 18.48 , 687.48 , 687.48 , 0 , 2046 , 919 , 0.814581 , 77 , 0.421925 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
DISAGG , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1106.5 , 947.55 , 14.3651 , 0.278 , 600.061 , 8 , 987 , 119.5 , 111.99 , 115.03 , 1106.5 , 969.455 , 12.3855 , 8989 , 9813 , 8.08525 , 699 , 1.45362 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1115.38 , 947.55 , 15.0469 , 0.262 , 600.058 , 8 , 1013 , 102.38 , 97.3 , 99.48 , 1115.38 , 964.006 , 13.5716 , 8845 , 9536 , 8.38319 , 755 , 1.33044 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1102.23 , 947.55 , 14.0334 , 0.266 , 600.064 , 8 , 1020 , 82.23 , 82.23 , 82.23 , 1102.23 , 967.075 , 12.262 , 9566 , 9377 , 9.4126 , 698 , 2.94131 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1110.8 , 947.55 , 14.6966 , 0.27 , 600.107 , 8 , 992 , 118.8 , 111.16 , 113.58 , 1110.8 , 968.483 , 12.8121 , 8945 , 9354 , 7.99479 , 782 , 2.90478 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1112.31 , 947.55 , 14.8124 , 0.273 , 600.124 , 8 , 1032 , 80.31 , 78.06 , 79.31 , 1112.31 , 966.667 , 13.0938 , 10434 , 9404 , 8.6147 , 907 , 2.02721 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1087.59 , 947.55 , 12.8762 , 0.273 , 600.057 , 8 , 998 , 89.59 , 87.25 , 89.11 , 1087.59 , 970.354 , 10.7794 , 8522 , 9776 , 7.71341 , 626 , 1.36531 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+SEP , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1116.66 , 947.55 , 15.1443 , 0.274 , 600.094 , 8 , 1006 , 110.66 , 103.79 , 105.63 , 1116.66 , 966.99 , 13.4033 , 9216 , 9797 , 8.62714 , 640 , 2.74726 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+AF+SEP , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1125.79 , 947.55 , 15.8324 , 0.257 , 600.109 , 8 , 1052 , 73.79 , 73.67 , 73.67 , 1125.79 , 970.044 , 13.8344 , 8682 , 10045 , 7.12318 , 910 , 2.3468 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 991.04 , 924.147 , 6.7498 , 0.329 , 600.096 , 7 , 967 , 24.04 , 24.04 , 24.04 , 991.04 , 952.333 , 3.90566 , 11062 , 7813 , 12.5978 , 443 , 1.72762 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 978.49 , 924.147 , 5.55378 , 0.334 , 600.047 , 7 , 954 , 24.49 , 23.83 , 23.83 , 978.49 , 958.417 , 2.05146 , 13836 , 7308 , 12.8146 , 474 , 2.02562 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+SEP , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 986.4 , 924.147 , 6.31115 , 0.329 , 600.052 , 7 , 964 , 22.4 , 22.4 , 22.4 , 986.4 , 952.556 , 3.43111 , 11566 , 8299 , 14.09 , 410 , 3.61928 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
DISAGG+AF+SEP , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 972.14 , 924.147 , 4.93686 , 0.316 , 600.062 , 7 , 964 , 8.14 , 8.14 , 8.14 , 972.14 , 956.868 , 1.57092 , 12582 , 7824 , 12.0143 , 534 , 4.17041 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 978.49 , 924.147 , 5.55378 , 0.336 , 600.05 , 7 , 954 , 24.49 , 23.83 , 23.83 , 978.49 , 954.314 , 2.47072 , 14179 , 7216 , 15.8682 , 396 , 2.21218 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
