Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved , Wrong Cuts
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 710.84 , 709.184 , 0.232916 , 0.234 , 0.329 , 4 , 706 , 4.84 , 4.84 , 4.84 , 710.84 , 710.84 , 0 , 1 , 143 , 0.054624 , 0 , 0.002823 , 0 , 0 , 0.004082 , 96 , 0.048017 , 3 , 0.00427 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 677.75 , 2.87888 , 0.021 , 3.137 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 1666 , 449 , 0.313631 , 146 , 0.171095 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 677.75 , 2.87888 , 0.022 , 0.711 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 380 , 250 , 0.080479 , 14 , 0.030451 , 5 , 35 , 0.078736 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 684.857 , 1.86043 , 0.713 , 1.464 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 289 , 205 , 0.183722 , 6 , 0.024953 , 3 , 0 , 0.056765 , 356 , 0.242545 , 17 , 0.045144 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 641.333 , 4.99328 , 0.018 , 76.571 , 4 , 657 , 18.04 , 17.56 , 18.04 , 675.04 , 675.04 , 0 , 18759 , 2064 , 3.01729 , 707 , 1.30963 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 641.333 , 4.99328 , 0.018 , 11.259 , 4 , 657 , 18.04 , 17.56 , 18.04 , 675.04 , 675.04 , 0 , 2865 , 991 , 0.698364 , 15 , 0.171265 , 29 , 117 , 0.386865 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 652.725 , 3.30573 , 4.065 , 10.638 , 4 , 657 , 18.04 , 17.56 , 18.04 , 675.04 , 675.04 , 0 , 1315 , 610 , 1.02494 , 8 , 0.087299 , 6 , 0 , 0.168667 , 761 , 1.46327 , 49 , 0.171855 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 648.25 , 1.06678 , 0.028 , 0.392 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 42 , 142 , 0.033992 , 18 , 0.01329 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 648.25 , 1.06678 , 0.029 , 0.248 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 1 , 121 , 0.015317 , 1 , 0.002749 , 5 , 5 , 0.009182 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 655.24 , 0 , 0.12 , 0.151 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 1 , 119 , 0.015538 , 0 , 0.000839 , 0 , 0 , 0.001052 , 22 , 0.006254 , 0 , 0.000684 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.80_1_8.svrp , 732.36 , 705.75 , 3.63346 , 0.032 , 55.658 , 4 , 724 , 8.36 , 8.36 , 8.36 , 732.36 , 732.36 , 0 , 12290 , 1540 , 2.52593 , 593 , 0.97809 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.80_1_8.svrp , 732.36 , 705.75 , 3.63346 , 0.032 , 7.018 , 4 , 724 , 8.36 , 8.36 , 8.36 , 732.36 , 732.36 , 0 , 1299 , 821 , 0.367351 , 12 , 0.088312 , 24 , 160 , 0.236282 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.80_1_8.svrp , 732.36 , 717.466 , 2.0337 , 1.991 , 4.72 , 4 , 724 , 8.36 , 8.36 , 8.36 , 732.36 , 732.36 , 0 , 620 , 349 , 0.628341 , 3 , 0.039908 , 1 , 0 , 0.067034 , 547 , 0.57196 , 45 , 0.071345 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.80_1_9.svrp , 650.92 , 625 , 3.98206 , 0.044 , 9.992 , 4 , 648 , 2.92 , 2.76 , 2.92 , 650.92 , 650.92 , 0 , 2886 , 1297 , 0.57749 , 316 , 0.215343 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.80_1_9.svrp , 650.92 , 625 , 3.98206 , 0.044 , 6.484 , 4 , 648 , 2.92 , 2.76 , 2.92 , 650.92 , 650.92 , 0 , 894 , 1003 , 0.229449 , 32 , 0.04941 , 60 , 164 , 0.237364 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.80_1_9.svrp , 650.92 , 631.808 , 2.93608 , 5.397 , 27.314 , 4 , 648 , 2.92 , 2.76 , 2.92 , 650.92 , 650.92 , 0 , 2379 , 1791 , 1.84433 , 39 , 0.142134 , 42 , 0 , 0.409296 , 775 , 2.19742 , 214 , 0.365838 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.82_1_0.svrp , 721.88 , 704.5 , 2.4076 , 0.015 , 3.54 , 4 , 709 , 12.88 , 12.88 , 12.88 , 721.88 , 721.88 , 0 , 2229 , 540 , 0.425495 , 218 , 0.232179 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.82_1_0.svrp , 721.88 , 704.5 , 2.4076 , 0.015 , 0.469 , 4 , 709 , 12.88 , 12.88 , 12.88 , 721.88 , 721.88 , 0 , 264 , 224 , 0.060497 , 0 , 0.012907 , 1 , 46 , 0.038888 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.82_1_0.svrp , 721.88 , 711.842 , 1.39056 , 1.918 , 3.292 , 4 , 709 , 12.88 , 12.88 , 12.88 , 721.88 , 721.88 , 0 , 438 , 287 , 0.510994 , 4 , 0.031957 , 5 , 0 , 0.082883 , 609 , 0.530676 , 55 , 0.063954 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.82_1_1.svrp , 673.36 , 653.667 , 2.92464 , 0.024 , 43.772 , 4 , 670 , 3.36 , 3.36 , 3.36 , 673.36 , 673.36 , 0 , 11002 , 1596 , 2.36413 , 696 , 0.973655 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.82_1_1.svrp , 673.36 , 653.667 , 2.92464 , 0.024 , 2.077 , 4 , 670 , 3.36 , 3.36 , 3.36 , 673.36 , 673.36 , 0 , 1127 , 412 , 0.294349 , 3 , 0.075347 , 7 , 54 , 0.159414 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.82_1_1.svrp , 673.36 , 662.756 , 1.57474 , 0.731 , 1.921 , 4 , 670 , 3.36 , 3.36 , 3.36 , 673.36 , 673.36 , 0 , 152 , 159 , 0.26059 , 2 , 0.014108 , 3 , 0 , 0.025189 , 326 , 0.245055 , 14 , 0.026935 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.82_1_2.svrp , 632.28 , 624.25 , 1.27001 , 0.016 , 0.175 , 4 , 626 , 6.28 , 5.48 , 6.28 , 632.28 , 632.28 , 0 , 54 , 83 , 0.014383 , 42 , 0.026164 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.82_1_2.svrp , 632.28 , 626.646 , 0.891097 , 0.018 , 0.246 , 4 , 626 , 6.28 , 5.48 , 6.28 , 632.28 , 632.28 , 0 , 18 , 85 , 0.01925 , 2 , 0.015612 , 6 , 25 , 0.041617 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.82_1_2.svrp , 632.28 , 627.595 , 0.740969 , 0.102 , 0.312 , 4 , 626 , 6.28 , 5.48 , 6.28 , 632.28 , 632.28 , 0 , 15 , 102 , 0.022827 , 2 , 0.007892 , 3 , 0 , 0.018138 , 9 , 0.009888 , 18 , 0.016512 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.82_1_3.svrp , 702.52 , 668.944 , 4.7793 , 0.02 , 18.848 , 4 , 673 , 29.52 , 29.4 , 29.52 , 702.52 , 702.52 , 0 , 8008 , 1100 , 1.85769 , 275 , 0.583028 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.82_1_3.svrp , 702.52 , 672.5 , 4.27319 , 0.017 , 3.463 , 4 , 673 , 29.52 , 29.4 , 29.52 , 702.52 , 702.52 , 0 , 1285 , 588 , 0.313569 , 17 , 0.091586 , 24 , 46 , 0.216756 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.82_1_3.svrp , 702.52 , 679.976 , 3.20905 , 0.201 , 2.546 , 4 , 673 , 29.52 , 29.4 , 29.52 , 702.52 , 702.52 , 0 , 844 , 529 , 0.296704 , 19 , 0.054859 , 13 , 0 , 0.121208 , 111 , 0.04412 , 49 , 0.100447 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.82_1_4.svrp , 664.84 , 643.548 , 3.20263 , 0.029 , 3.129 , 4 , 648 , 16.84 , 16.84 , 16.84 , 664.84 , 664.84 , 0 , 2230 , 416 , 0.38721 , 77 , 0.181116 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.82_1_4.svrp , 664.84 , 653.088 , 1.76764 , 0.027 , 0.515 , 4 , 648 , 16.84 , 16.84 , 16.84 , 664.84 , 664.84 , 0 , 116 , 151 , 0.045307 , 9 , 0.011387 , 4 , 11 , 0.043242 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.82_1_4.svrp , 664.84 , 658.265 , 0.988914 , 0.993 , 1.519 , 4 , 648 , 16.84 , 16.84 , 16.84 , 664.84 , 664.84 , 0 , 1 , 149 , 0.257314 , 5 , 0.009998 , 4 , 0 , 0.046734 , 378 , 0.247792 , 3 , 0.014753 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.82_1_5.svrp , 615.04 , 605.5 , 1.55112 , 0.022 , 0.183 , 4 , 602 , 13.04 , 12.24 , 13.04 , 615.04 , 615.04 , 0 , 21 , 87 , 0.010643 , 23 , 0.014547 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.82_1_5.svrp , 615.04 , 607.207 , 1.27365 , 0.028 , 0.089 , 4 , 602 , 13.04 , 12.24 , 13.04 , 615.04 , 615.04 , 0 , 1 , 90 , 0.007267 , 3 , 0.001993 , 2 , 6 , 0.005989 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.82_1_5.svrp , 615.04 , 613.898 , 0.185731 , 0.126 , 0.172 , 4 , 602 , 13.04 , 12.24 , 13.04 , 615.04 , 615.04 , 0 , 1 , 76 , 0.017022 , 4 , 0.002098 , 0 , 0 , 0.003446 , 10 , 0.012675 , 1 , 0.003364 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.82_1_6.svrp , 691.8 , 674.333 , 2.52481 , 0.015 , 2.524 , 4 , 686 , 5.8 , 4.84 , 5.8 , 691.8 , 691.8 , 0 , 1702 , 332 , 0.214083 , 298 , 0.242248 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.82_1_6.svrp , 691.8 , 677.5 , 2.06707 , 0.023 , 0.521 , 4 , 686 , 5.8 , 4.84 , 5.8 , 691.8 , 691.8 , 0 , 370 , 178 , 0.0571 , 9 , 0.035414 , 11 , 54 , 0.080012 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.82_1_6.svrp , 691.8 , 681.76 , 1.45131 , 1.129 , 1.879 , 4 , 686 , 5.8 , 4.84 , 5.8 , 691.8 , 691.8 , 0 , 173 , 172 , 0.388308 , 12 , 0.019387 , 4 , 0 , 0.041897 , 319 , 0.409422 , 35 , 0.036571 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.82_1_7.svrp , 715.08 , 689.167 , 3.62384 , 0.035 , 17.202 , 4 , 705 , 10.08 , 10.08 , 10.08 , 715.08 , 715.08 , 0 , 4281 , 1177 , 0.946375 , 256 , 0.316126 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.82_1_7.svrp , 715.08 , 689.167 , 3.62384 , 0.035 , 9.545 , 4 , 705 , 10.08 , 10.08 , 10.08 , 715.08 , 715.08 , 0 , 1755 , 1252 , 0.530615 , 22 , 0.101079 , 19 , 109 , 0.259669 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.82_1_7.svrp , 715.08 , 697.906 , 2.40163 , 2.009 , 10.35 , 4 , 705 , 10.08 , 10.08 , 10.08 , 715.08 , 715.08 , 0 , 1604 , 997 , 1.00891 , 2 , 0.094749 , 9 , 0 , 0.207819 , 584 , 0.569594 , 129 , 0.223354 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.82_1_8.svrp , 728.96 , 711.25 , 2.42949 , 0.016 , 3.842 , 4 , 718 , 10.96 , 10.28 , 10.96 , 728.96 , 728.96 , 0 , 1411 , 439 , 0.278523 , 169 , 0.162084 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.82_1_8.svrp , 728.96 , 711.25 , 2.42949 , 0.016 , 0.885 , 4 , 718 , 10.96 , 10.28 , 10.96 , 728.96 , 728.96 , 0 , 401 , 298 , 0.115398 , 7 , 0.026323 , 8 , 37 , 0.066748 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.82_1_8.svrp , 728.96 , 719.463 , 1.30275 , 4.163 , 4.922 , 4 , 718 , 10.96 , 10.28 , 10.96 , 728.96 , 728.96 , 0 , 74 , 145 , 1.83065 , 1 , 0.008267 , 0 , 0 , 0.015635 , 697 , 2.10739 , 11 , 0.018544 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.82_1_9.svrp , 676.72 , 649.625 , 4.00387 , 0.049 , 50.494 , 4 , 670 , 6.72 , 6.72 , 6.72 , 676.72 , 676.72 , 0 , 7618 , 2057 , 1.8438 , 846 , 0.764569 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.82_1_9.svrp , 676.72 , 651.73 , 3.69281 , 0.042 , 1.995 , 4 , 670 , 6.72 , 6.72 , 6.72 , 676.72 , 676.72 , 0 , 640 , 521 , 0.166029 , 9 , 0.040972 , 26 , 54 , 0.116964 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.82_1_9.svrp , 676.72 , 665.221 , 1.69922 , 3.577 , 6.227 , 4 , 670 , 6.72 , 6.72 , 6.72 , 676.72 , 676.72 , 0 , 321 , 419 , 1.10074 , 6 , 0.031002 , 9 , 0 , 0.077646 , 622 , 1.55618 , 51 , 0.061143 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.85_1_0.svrp , 728.2 , 708 , 2.77396 , 0.025 , 29.58 , 4 , 711 , 17.2 , 16.72 , 17.2 , 728.2 , 728.2 , 0 , 14197 , 1278 , 1.59958 , 1028 , 1.80262 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.85_1_0.svrp , 728.2 , 708.713 , 2.67611 , 0.027 , 2.301 , 4 , 711 , 17.2 , 16.72 , 17.2 , 728.2 , 728.2 , 0 , 1493 , 436 , 0.213057 , 3 , 0.113121 , 9 , 171 , 0.291723 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.85_1_0.svrp , 728.2 , 714.729 , 1.84985 , 0.317 , 3.916 , 4 , 711 , 17.2 , 16.72 , 17.2 , 728.2 , 728.2 , 0 , 1129 , 415 , 0.275756 , 7 , 0.12894 , 15 , 0 , 0.265957 , 106 , 0.073698 , 159 , 0.248873 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.85_1_1.svrp , 734.52 , 697.5 , 5.04003 , 0.026 , 171.339 , 4 , 718 , 16.52 , 16.28 , 16.52 , 734.52 , 734.52 , 0 , 46469 , 2829 , 7.43478 , 887 , 3.72342 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.85_1_1.svrp , 734.52 , 697.74 , 5.00735 , 0.027 , 16.412 , 4 , 718 , 16.52 , 16.28 , 16.52 , 734.52 , 734.52 , 0 , 2881 , 1163 , 0.804567 , 22 , 0.175266 , 35 , 196 , 1.10084 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.85_1_1.svrp , 734.52 , 708.093 , 3.59787 , 1.706 , 6.804 , 4 , 718 , 16.52 , 16.28 , 16.52 , 734.52 , 734.52 , 0 , 1552 , 718 , 0.663114 , 8 , 0.071914 , 11 , 0 , 0.413859 , 481 , 0.559503 , 82 , 0.41119 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.85_1_2.svrp , 630.64 , 611.9 , 2.97158 , 0.055 , 4.228 , 4 , 619 , 11.64 , 11.64 , 11.64 , 630.64 , 630.64 , 0 , 1609 , 659 , 0.37339 , 141 , 0.138718 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.85_1_2.svrp , 630.64 , 611.9 , 2.97158 , 0.056 , 6.127 , 4 , 619 , 11.64 , 11.64 , 11.64 , 630.64 , 630.64 , 0 , 763 , 735 , 0.344503 , 7 , 0.050745 , 14 , 88 , 0.150189 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.85_1_2.svrp , 630.64 , 617.398 , 2.09975 , 12.375 , 14.299 , 4 , 619 , 11.64 , 11.64 , 11.64 , 630.64 , 630.64 , 0 , 371 , 430 , 3.12868 , 1 , 0.024862 , 3 , 0 , 0.056209 , 1287 , 4.20115 , 39 , 0.050379 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.85_1_3.svrp , 732 , 692.5 , 5.39617 , 0.044 , 600.017 , 4 , 716 , 16 , 15.32 , 16 , 732 , 727.571 , 0.604996 , 54757 , 4935 , 14.9682 , 1588 , 4.79481 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.85_1_3.svrp , 731.76 , 692.62 , 5.34875 , 0.049 , 65.705 , 4 , 716 , 15.76 , 14.84 , 15.76 , 731.76 , 731.76 , 0 , 8591 , 2492 , 2.98556 , 36 , 0.532934 , 74 , 361 , 3.39281 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.85_1_3.svrp , 731.76 , 700.737 , 4.23953 , 3.41 , 33.554 , 4 , 716 , 15.76 , 14.84 , 15.76 , 731.76 , 731.76 , 0 , 4052 , 1522 , 2.05442 , 15 , 0.220949 , 16 , 0 , 1.26085 , 621 , 1.08694 , 161 , 1.29511 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.85_1_4.svrp , 644.16 , 620.778 , 3.62988 , 0.021 , 2.09 , 4 , 619 , 25.16 , 24.8 , 25.16 , 644.16 , 644.16 , 0 , 1476 , 488 , 0.278901 , 100 , 0.098403 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.85_1_4.svrp , 644.16 , 634.72 , 1.46547 , 0.034 , 1.244 , 4 , 619 , 25.16 , 24.8 , 25.16 , 644.16 , 644.16 , 0 , 392 , 371 , 0.148624 , 4 , 0.023369 , 7 , 39 , 0.070584 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada+SRI , ./data/Jabali/k4/40_4_0.85_1_4.svrp , 644.16 , 636.01 , 1.26514 , 0.805 , 2.007 , 4 , 619 , 25.16 , 24.8 , 25.16 , 644.16 , 644.16 , 0 , 417 , 422 , 0.387018 , 6 , 0.031004 , 2 , 0 , 0.066427 , 225 , 0.305777 , 24 , 0.065839 , 1 , 0
PR , ./data/Jabali/k4/40_4_0.85_1_5.svrp , 721.6 , 704.5 , 2.36973 , 0.023 , 5.861 , 4 , 709 , 12.6 , 12.6 , 12.6 , 721.6 , 721.6 , 0 , 2352 , 582 , 0.380865 , 334 , 0.329616 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
PR+Parada , ./data/Jabali/k4/40_4_0.85_1_5.svrp , 721.6 , 704.5 , 2.36973 , 0.024 , 0.569 , 4 , 709 , 12.6 , 12.6 , 12.6 , 721.6 , 721.6 , 0 , 191 , 244 , 0.05614 , 2 , 0.019042 , 6 , 46 , 0.05493 , 0 , 0 , 0 , 0 , 1 , 0
