Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
Parada , ./data/Jabali/k4/50_4_0.85_1_2.svrp , 719.444 , 701.984 , 2.42682 , 0.128 , 8.804 , 4 , 711.747 , 7.69719 , 7.69719 , 7.69719 , 719.444 , 719.444 , 0 , 920 , 715 , 0.847381 , 0 , 0 , 112 , 0.317423 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.85_1_2.svrp , 719.444 , 708.783 , 1.48177 , 10.864 , 14.375 , 4 , 711.747 , 7.69719 , 7.69719 , 7.69719 , 719.444 , 719.444 , 0 , 502 , 587 , 1.87818 , 0 , 0 , 74 , 0.236282 , 990 , 1.49221 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.85_1_2.svrp , 719.444 , 712.498 , 0.965412 , 11.148 , 14.422 , 4 , 711.747 , 7.69719 , 7.69719 , 7.69719 , 719.444 , 719.444 , 0 , 594 , 503 , 2.02635 , 0 , 0 , 37 , 0.174206 , 990 , 1.50273 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.85_1_3.svrp , 725.921 , 694.375 , 4.34572 , 0.205 , 121.353 , 4 , 720.096 , 5.82579 , 5.82579 , 6.5561 , 725.921 , 725.921 , 0 , 7677 , 3226 , 14.3422 , 0 , 0 , 814 , 2.47021 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.85_1_3.svrp , 725.921 , 697.814 , 3.87201 , 10.615 , 106.045 , 4 , 720.096 , 5.82579 , 5.82579 , 6.5561 , 725.921 , 725.921 , 0 , 7537 , 2307 , 14.2321 , 0 , 0 , 515 , 2.09656 , 655 , 3.18351 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.85_1_3.svrp , 725.921 , 702.942 , 3.16557 , 10.355 , 138.153 , 4 , 720.096 , 5.82579 , 5.82579 , 6.5561 , 725.921 , 725.921 , 0 , 7691 , 2874 , 18.0489 , 0 , 0 , 648 , 2.73747 , 655 , 3.18467 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.85_1_4.svrp , 686.134 , 676.908 , 1.34467 , 0.041 , 0.801 , 4 , 676.986 , 9.14848 , 9.14848 , 9.61816 , 686.134 , 686.134 , 0 , 250 , 196 , 0.070051 , 0 , 0 , 68 , 0.266253 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.85_1_4.svrp , 686.134 , 681.448 , 0.683003 , 0.354 , 0.574 , 4 , 676.986 , 9.14848 , 9.14848 , 9.61816 , 686.134 , 686.134 , 0 , 36 , 156 , 0.115668 , 0 , 0 , 1 , 0.022904 , 74 , 0.101019 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.85_1_4.svrp , 686.134 , 683.64 , 0.36349 , 0.31 , 0.484 , 4 , 676.986 , 9.14848 , 9.14848 , 9.61816 , 686.134 , 686.134 , 0 , 29 , 141 , 0.095272 , 0 , 0 , 3 , 0.01669 , 74 , 0.082281 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.85_1_5.svrp , 785.495 , 767.923 , 2.23717 , 0.072 , 1.734 , 4 , 781.296 , 4.1993 , 4.1993 , 4.39212 , 785.495 , 785.495 , 0 , 546 , 311 , 0.219504 , 0 , 0 , 104 , 0.396576 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.85_1_5.svrp , 785.495 , 776.675 , 1.12286 , 0.625 , 1.277 , 4 , 781.296 , 4.1993 , 4.1993 , 4.39212 , 785.495 , 785.495 , 0 , 200 , 228 , 0.216224 , 0 , 0 , 47 , 0.134721 , 126 , 0.18883 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.85_1_5.svrp , 785.495 , 778.576 , 0.880871 , 0.568 , 1.293 , 4 , 781.296 , 4.1993 , 4.1993 , 4.39212 , 785.495 , 785.495 , 0 , 258 , 241 , 0.223995 , 0 , 0 , 41 , 0.14087 , 126 , 0.177582 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.85_1_6.svrp , 771.962 , 747.464 , 3.17347 , 0.117 , 16.808 , 4 , 759.506 , 12.4565 , 12.4565 , 12.9057 , 771.962 , 771.962 , 0 , 2497 , 934 , 1.84287 , 0 , 0 , 403 , 1.19094 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.85_1_6.svrp , 771.962 , 756.379 , 2.01867 , 1.98 , 13.19 , 4 , 759.506 , 12.4565 , 12.4565 , 12.9057 , 771.962 , 771.962 , 0 , 1639 , 724 , 1.43351 , 0 , 0 , 249 , 0.738702 , 270 , 0.355697 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.85_1_6.svrp , 771.962 , 759.846 , 1.56955 , 1.826 , 17.641 , 4 , 759.506 , 12.4565 , 12.4565 , 12.9057 , 771.962 , 771.962 , 0 , 1985 , 987 , 1.80815 , 0 , 0 , 322 , 1.02121 , 270 , 0.356447 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.85_1_7.svrp , 720.195 , 707.06 , 1.82369 , 0.048 , 5.117 , 4 , 709.36 , 10.8343 , 10.8343 , 15.2407 , 720.195 , 720.195 , 0 , 1045 , 577 , 0.556617 , 0 , 0 , 114 , 0.771752 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.85_1_7.svrp , 720.195 , 714.463 , 0.795769 , 0.973 , 2.528 , 4 , 709.36 , 10.8343 , 10.8343 , 15.2407 , 720.195 , 720.195 , 0 , 447 , 378 , 0.408051 , 0 , 0 , 61 , 0.274071 , 251 , 0.177095 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.85_1_7.svrp , 720.195 , 718.359 , 0.254881 , 1.054 , 1.953 , 4 , 709.36 , 10.8343 , 10.8343 , 15.2407 , 720.195 , 720.195 , 0 , 106 , 247 , 0.240432 , 0 , 0 , 23 , 0.099619 , 251 , 0.177507 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.85_1_8.svrp , 733.172 , 712.314 , 2.84489 , 0.086 , 71.39 , 4 , 719.361 , 13.811 , 13.811 , 14.1937 , 733.172 , 733.172 , 0 , 8540 , 1860 , 11.4725 , 0 , 0 , 638 , 3.09167 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.85_1_8.svrp , 733.172 , 717.127 , 2.18845 , 1.518 , 16.191 , 4 , 719.361 , 13.811 , 13.811 , 14.1937 , 733.172 , 733.172 , 0 , 2430 , 752 , 2.90105 , 0 , 0 , 115 , 0.743818 , 262 , 0.425335 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.85_1_8.svrp , 733.172 , 719.829 , 1.81996 , 1.526 , 15.467 , 4 , 719.361 , 13.811 , 13.811 , 14.1937 , 733.172 , 733.172 , 0 , 2482 , 798 , 2.63946 , 0 , 0 , 148 , 0.759677 , 262 , 0.425215 , 0 , 0 , 1
Parada , ./data/Jabali/k4/50_4_0.85_1_9.svrp , 737.193 , 699.478 , 5.11599 , 0.064 , 40.659 , 4 , 729.37 , 7.82254 , 7.82254 , 8.14558 , 737.193 , 737.193 , 0 , 5047 , 1883 , 6.27761 , 0 , 0 , 457 , 1.6196 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/50_4_0.85_1_9.svrp , 737.193 , 717.718 , 2.64174 , 2.614 , 26.623 , 4 , 729.37 , 7.82254 , 7.82254 , 8.14558 , 737.193 , 737.193 , 0 , 2562 , 1565 , 3.02278 , 0 , 0 , 379 , 0.913709 , 410 , 0.455237 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/50_4_0.85_1_9.svrp , 737.193 , 723.222 , 1.89522 , 2.404 , 39.648 , 4 , 729.37 , 7.82254 , 7.82254 , 8.14558 , 737.193 , 737.193 , 0 , 3526 , 1890 , 4.50315 , 0 , 0 , 385 , 1.14802 , 410 , 0.45944 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.80_1_0.svrp , 754.475 , 738.802 , 2.07731 , 0.167 , 16.688 , 4 , 753.622 , 0.852868 , 0.852868 , 0.852868 , 754.475 , 754.475 , 0 , 1508 , 1007 , 1.2214 , 0 , 0 , 270 , 0.977632 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.80_1_0.svrp , 754.475 , 742.595 , 1.57453 , 5.084 , 15.529 , 4 , 753.622 , 0.852868 , 0.852868 , 0.852868 , 754.475 , 754.475 , 0 , 887 , 693 , 1.41104 , 0 , 0 , 211 , 0.832177 , 492 , 1.09049 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.80_1_0.svrp , 754.475 , 746.554 , 1.04982 , 5.092 , 11.148 , 4 , 753.622 , 0.852868 , 0.852868 , 0.852868 , 754.475 , 754.475 , 0 , 1073 , 529 , 1.36162 , 0 , 0 , 136 , 0.5648 , 492 , 1.09731 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.80_1_1.svrp , 759.819 , 735.926 , 3.14454 , 0.181 , 22.393 , 4 , 743.245 , 16.5738 , 16.5738 , 17.0778 , 759.819 , 759.819 , 0 , 2294 , 1090 , 1.654 , 0 , 0 , 263 , 1.47193 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.80_1_1.svrp , 759.819 , 740.348 , 2.56255 , 5.97 , 48.634 , 4 , 743.245 , 16.5738 , 16.5738 , 17.0778 , 759.819 , 759.819 , 0 , 2800 , 1840 , 3.3129 , 0 , 0 , 414 , 2.22973 , 446 , 1.76489 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.80_1_1.svrp , 759.819 , 744.501 , 2.016 , 6.066 , 20.534 , 4 , 743.245 , 16.5738 , 16.5738 , 17.0778 , 759.819 , 759.819 , 0 , 1371 , 759 , 1.65983 , 0 , 0 , 155 , 0.796389 , 446 , 1.76036 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.80_1_2.svrp , 820.119 , 801.939 , 2.21678 , 0.094 , 19.3 , 4 , 805.205 , 14.9141 , 14.9141 , 15.1222 , 820.119 , 820.119 , 0 , 2251 , 1072 , 2.19541 , 0 , 0 , 209 , 1.08604 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.80_1_2.svrp , 820.119 , 806.252 , 1.69086 , 1.253 , 17.08 , 4 , 805.205 , 14.9141 , 14.9141 , 15.1222 , 820.119 , 820.119 , 0 , 1594 , 966 , 1.85085 , 0 , 0 , 149 , 0.863516 , 165 , 0.340084 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.80_1_2.svrp , 820.119 , 808.916 , 1.36607 , 1.254 , 16.72 , 4 , 805.205 , 14.9141 , 14.9141 , 15.1222 , 820.119 , 820.119 , 0 , 1639 , 972 , 1.91919 , 0 , 0 , 143 , 0.849195 , 165 , 0.339932 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.80_1_3.svrp , 792.141 , 779.483 , 1.59799 , 0.129 , 18.219 , 4 , 790.009 , 2.13179 , 2.13179 , 2.13179 , 792.141 , 792.141 , 0 , 1626 , 1290 , 1.52573 , 0 , 0 , 279 , 0.926517 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.80_1_3.svrp , 792.141 , 785.458 , 0.843615 , 1.985 , 12.237 , 4 , 790.009 , 2.13179 , 2.13179 , 2.13179 , 792.141 , 792.141 , 0 , 745 , 703 , 0.950226 , 0 , 0 , 164 , 0.471547 , 269 , 0.508269 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.80_1_3.svrp , 792.141 , 789.097 , 0.38433 , 1.92 , 6.146 , 4 , 790.009 , 2.13179 , 2.13179 , 2.13179 , 792.141 , 792.141 , 0 , 413 , 613 , 0.609934 , 0 , 0 , 167 , 0.342025 , 269 , 0.508093 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.80_1_4.svrp , 725.163 , 709.03 , 2.22474 , 0.112 , 6.031 , 4 , 720.834 , 4.3294 , 4.3294 , 4.3294 , 725.163 , 725.163 , 0 , 1378 , 664 , 0.807809 , 0 , 0 , 153 , 0.754057 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.80_1_4.svrp , 725.163 , 712.735 , 1.71384 , 4.138 , 7.414 , 4 , 720.834 , 4.3294 , 4.3294 , 4.3294 , 725.163 , 725.163 , 0 , 619 , 505 , 0.951949 , 0 , 0 , 101 , 0.476635 , 422 , 1.13365 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.80_1_4.svrp , 725.163 , 716.594 , 1.18176 , 4.072 , 7.704 , 4 , 720.834 , 4.3294 , 4.3294 , 4.3294 , 725.163 , 725.163 , 0 , 721 , 524 , 1.04526 , 0 , 0 , 91 , 0.404443 , 422 , 1.12798 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.80_1_5.svrp , 761.993 , 736.241 , 3.37958 , 0.092 , 40.454 , 4 , 756.715 , 5.2776 , 5.2776 , 5.2776 , 761.993 , 761.993 , 0 , 3982 , 1690 , 4.69012 , 0 , 0 , 235 , 1.41897 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.80_1_5.svrp , 761.993 , 737.056 , 3.27255 , 4.516 , 79.057 , 4 , 756.715 , 5.2776 , 5.2776 , 5.2776 , 761.993 , 761.993 , 0 , 5524 , 2063 , 8.56242 , 0 , 0 , 314 , 2.68597 , 369 , 1.79159 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.80_1_5.svrp , 761.993 , 744.132 , 2.34392 , 4.567 , 70.499 , 4 , 756.715 , 5.2776 , 5.2776 , 5.2776 , 761.993 , 761.993 , 0 , 6125 , 1999 , 9.29146 , 0 , 0 , 320 , 2.9633 , 369 , 1.77393 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.80_1_6.svrp , 764.561 , 751.107 , 1.75968 , 0.112 , 4.054 , 4 , 762.79 , 1.77088 , 1.77088 , 1.77088 , 764.561 , 764.561 , 0 , 725 , 600 , 0.515892 , 0 , 0 , 66 , 0.430107 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.80_1_6.svrp , 764.561 , 753.236 , 1.4812 , 6.851 , 18.561 , 4 , 762.79 , 1.77088 , 1.77088 , 1.77088 , 764.561 , 764.561 , 0 , 863 , 764 , 1.90673 , 0 , 0 , 51 , 0.544827 , 506 , 1.77451 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.80_1_6.svrp , 764.561 , 754.41 , 1.32773 , 6.449 , 8.104 , 4 , 762.79 , 1.77088 , 1.77088 , 1.77088 , 764.561 , 764.561 , 0 , 304 , 329 , 1.22068 , 0 , 0 , 19 , 0.138099 , 506 , 1.75512 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.80_1_7.svrp , 768.322 , 747.782 , 2.67336 , 0.131 , 18.455 , 4 , 763.097 , 5.22424 , 5.22424 , 5.84698 , 768.322 , 768.322 , 0 , 2362 , 979 , 2.09379 , 0 , 0 , 318 , 1.42403 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.80_1_7.svrp , 768.322 , 751.494 , 2.19016 , 0.637 , 14.545 , 4 , 763.097 , 5.22424 , 5.22424 , 5.84698 , 768.322 , 768.322 , 0 , 2187 , 788 , 1.76103 , 0 , 0 , 218 , 1.13494 , 127 , 0.111246 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.80_1_7.svrp , 768.322 , 751.953 , 2.13036 , 0.628 , 25.473 , 4 , 763.097 , 5.22424 , 5.22424 , 5.84698 , 768.322 , 768.322 , 0 , 2406 , 1243 , 2.16591 , 0 , 0 , 396 , 1.54298 , 127 , 0.112328 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.80_1_8.svrp , 787.506 , 764.658 , 2.90138 , 0.062 , 8.575 , 4 , 767.082 , 20.4245 , 20.4245 , 20.4245 , 787.506 , 787.506 , 0 , 1484 , 617 , 0.724162 , 0 , 0 , 234 , 1.68929 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.80_1_8.svrp , 787.506 , 770.048 , 2.21694 , 0.522 , 5.371 , 4 , 767.082 , 20.4245 , 20.4245 , 20.4245 , 787.506 , 787.506 , 0 , 1348 , 434 , 0.473065 , 0 , 0 , 240 , 1.45832 , 77 , 0.138105 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.80_1_8.svrp , 787.506 , 774.257 , 1.68239 , 0.534 , 11.855 , 4 , 767.082 , 20.4245 , 20.4245 , 20.4245 , 787.506 , 787.506 , 0 , 1630 , 740 , 0.806515 , 0 , 0 , 266 , 1.90378 , 77 , 0.140454 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.80_1_9.svrp , 727.364 , 720.508 , 0.94248 , 0.126 , 1.709 , 4 , 712.617 , 14.7466 , 14.7466 , 14.792 , 727.364 , 727.364 , 0 , 435 , 239 , 0.130817 , 0 , 0 , 162 , 0.59085 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.80_1_9.svrp , 727.364 , 722.686 , 0.643096 , 0.493 , 1.426 , 4 , 712.617 , 14.7466 , 14.7466 , 14.792 , 727.364 , 727.364 , 0 , 231 , 253 , 0.158218 , 0 , 0 , 104 , 0.378987 , 98 , 0.083323 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.80_1_9.svrp , 727.364 , 723.554 , 0.523742 , 0.505 , 1.69 , 4 , 712.617 , 14.7466 , 14.7466 , 14.792 , 727.364 , 727.364 , 0 , 260 , 256 , 0.155655 , 0 , 0 , 122 , 0.420367 , 98 , 0.083466 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.82_1_0.svrp , 724.113 , 714.319 , 1.3525 , 0.108 , 1.127 , 4 , 716.17 , 7.9426 , 7.9426 , 7.95867 , 724.113 , 724.113 , 0 , 328 , 278 , 0.103715 , 0 , 0 , 63 , 0.232025 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.82_1_0.svrp , 724.113 , 716.871 , 1.00013 , 0.555 , 1.293 , 4 , 716.17 , 7.9426 , 7.9426 , 7.95867 , 724.113 , 724.113 , 0 , 164 , 249 , 0.118301 , 0 , 0 , 43 , 0.186018 , 79 , 0.074022 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.82_1_0.svrp , 724.113 , 718.737 , 0.742406 , 0.618 , 1.494 , 4 , 716.17 , 7.9426 , 7.9426 , 7.95867 , 724.113 , 724.113 , 0 , 192 , 264 , 0.144066 , 0 , 0 , 36 , 0.217847 , 79 , 0.085754 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.82_1_1.svrp , 763.372 , 757.692 , 0.744079 , 0.072 , 0.869 , 4 , 756.945 , 6.42667 , 6.42667 , 6.42667 , 763.372 , 763.372 , 0 , 266 , 208 , 0.084487 , 0 , 0 , 63 , 0.234955 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.82_1_1.svrp , 763.372 , 760.296 , 0.402917 , 1.214 , 1.86 , 4 , 756.945 , 6.42667 , 6.42667 , 6.42667 , 763.372 , 763.372 , 0 , 151 , 239 , 0.254936 , 0 , 0 , 44 , 0.161426 , 160 , 0.320843 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.82_1_1.svrp , 763.372 , 762.268 , 0.144638 , 1.212 , 1.668 , 4 , 756.945 , 6.42667 , 6.42667 , 6.42667 , 763.372 , 763.372 , 0 , 28 , 186 , 0.247445 , 0 , 0 , 14 , 0.092278 , 160 , 0.318616 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.82_1_2.svrp , 748.592 , 730.194 , 2.45777 , 0.139 , 21.427 , 4 , 739.298 , 9.29468 , 9.29468 , 9.99763 , 748.592 , 748.592 , 0 , 2242 , 1259 , 1.9393 , 0 , 0 , 260 , 1.37637 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.82_1_2.svrp , 748.592 , 733.653 , 1.99566 , 0.881 , 19.365 , 4 , 739.298 , 9.29468 , 9.29468 , 9.99763 , 748.592 , 748.592 , 0 , 1787 , 1135 , 1.67593 , 0 , 0 , 254 , 1.14163 , 121 , 0.18216 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.82_1_2.svrp , 748.592 , 734.743 , 1.84999 , 0.919 , 18.722 , 4 , 739.298 , 9.29468 , 9.29468 , 9.99763 , 748.592 , 748.592 , 0 , 1558 , 1175 , 1.40065 , 0 , 0 , 240 , 0.964597 , 121 , 0.18867 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.82_1_3.svrp , 706.142 , 692.466 , 1.93676 , 0.163 , 10.364 , 4 , 699.311 , 6.83114 , 6.83114 , 7.65028 , 706.142 , 706.142 , 0 , 1418 , 782 , 0.752118 , 0 , 0 , 256 , 1.13525 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.82_1_3.svrp , 706.142 , 695.383 , 1.52362 , 1.545 , 4.913 , 4 , 699.311 , 6.83114 , 6.83114 , 7.65028 , 706.142 , 706.142 , 0 , 784 , 479 , 0.478636 , 0 , 0 , 84 , 0.482589 , 235 , 0.307999 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.82_1_3.svrp , 706.142 , 697.841 , 1.17555 , 1.559 , 10.373 , 4 , 699.311 , 6.83114 , 6.83114 , 7.65028 , 706.142 , 706.142 , 0 , 1307 , 737 , 0.91904 , 0 , 0 , 105 , 0.874937 , 235 , 0.307685 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.82_1_4.svrp , 719.695 , 713.888 , 0.806958 , 0.197 , 0.776 , 4 , 717.435 , 2.26026 , 2.26026 , 2.643 , 719.695 , 719.695 , 0 , 107 , 289 , 0.086613 , 0 , 0 , 70 , 0.140225 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.82_1_4.svrp , 719.695 , 717.272 , 0.336662 , 0.868 , 2.226 , 4 , 717.435 , 2.26026 , 2.26026 , 2.643 , 719.695 , 719.695 , 0 , 160 , 386 , 0.266229 , 0 , 0 , 80 , 0.201047 , 88 , 0.107402 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.82_1_4.svrp , 719.695 , 717.423 , 0.315681 , 0.866 , 6.662 , 4 , 717.435 , 2.26026 , 2.26026 , 2.643 , 719.695 , 719.695 , 0 , 609 , 715 , 0.720063 , 0 , 0 , 124 , 0.424456 , 88 , 0.107326 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.82_1_5.svrp , 839.102 , 825.253 , 1.65047 , 0.047 , 3.855 , 4 , 831.607 , 7.495 , 7.495 , 7.6271 , 839.102 , 839.102 , 0 , 870 , 497 , 0.411631 , 0 , 0 , 146 , 0.737427 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.82_1_5.svrp , 839.102 , 828.567 , 1.2555 , 2.718 , 11.335 , 4 , 831.607 , 7.495 , 7.495 , 7.6271 , 839.102 , 839.102 , 0 , 699 , 698 , 0.997047 , 0 , 0 , 123 , 0.530939 , 368 , 0.743071 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.82_1_5.svrp , 839.102 , 831.836 , 0.865938 , 2.985 , 5.898 , 4 , 831.607 , 7.495 , 7.495 , 7.6271 , 839.102 , 839.102 , 0 , 665 , 404 , 0.802192 , 0 , 0 , 122 , 0.520223 , 368 , 0.743824 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.82_1_6.svrp , 805.351 , 795.297 , 1.2483 , 0.096 , 7.44 , 4 , 801.79 , 3.56093 , 3.56093 , 3.56093 , 805.351 , 805.351 , 0 , 845 , 644 , 0.64713 , 0 , 0 , 160 , 0.725532 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.82_1_6.svrp , 805.351 , 799.026 , 0.785354 , 0.384 , 1.813 , 4 , 801.79 , 3.56093 , 3.56093 , 3.56093 , 805.351 , 805.351 , 0 , 289 , 272 , 0.142007 , 0 , 0 , 97 , 0.488304 , 73 , 0.064313 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.82_1_6.svrp , 805.351 , 800.304 , 0.626627 , 0.413 , 1.539 , 4 , 801.79 , 3.56093 , 3.56093 , 3.56093 , 805.351 , 805.351 , 0 , 261 , 246 , 0.133437 , 0 , 0 , 82 , 0.333402 , 73 , 0.064798 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.82_1_7.svrp , 769.51 , 744.87 , 3.20203 , 0.092 , 62.09 , 4 , 761.657 , 7.85354 , 7.85354 , 8.05413 , 769.51 , 769.51 , 0 , 4530 , 2272 , 6.72191 , 0 , 0 , 488 , 2.13561 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.82_1_7.svrp , 769.51 , 750.036 , 2.53068 , 1.593 , 23.892 , 4 , 761.657 , 7.85354 , 7.85354 , 8.05413 , 769.51 , 769.51 , 0 , 2508 , 1264 , 2.523 , 0 , 0 , 233 , 1.07047 , 176 , 0.573853 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.82_1_7.svrp , 769.51 , 752.693 , 2.18538 , 1.718 , 28.239 , 4 , 761.657 , 7.85354 , 7.85354 , 8.05413 , 769.51 , 769.51 , 0 , 2647 , 1332 , 2.91722 , 0 , 0 , 223 , 1.06933 , 176 , 0.621823 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.82_1_8.svrp , 787.679 , 778.128 , 1.21258 , 0.081 , 2.028 , 4 , 786.543 , 1.13666 , 1.13666 , 1.13666 , 787.679 , 787.679 , 0 , 315 , 428 , 0.162714 , 0 , 0 , 60 , 0.253862 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k4/60_4_0.82_1_8.svrp , 787.679 , 782.909 , 0.605578 , 3.48 , 7.713 , 4 , 786.543 , 1.13666 , 1.13666 , 1.13666 , 787.679 , 787.679 , 0 , 558 , 640 , 0.851373 , 0 , 0 , 61 , 0.356023 , 404 , 0.66213 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k4/60_4_0.82_1_8.svrp , 787.679 , 785.764 , 0.243182 , 3.511 , 10.512 , 4 , 786.543 , 1.13666 , 1.13666 , 1.13666 , 787.679 , 787.679 , 0 , 626 , 526 , 1.06946 , 0 , 0 , 33 , 0.338121 , 404 , 0.658863 , 0 , 0 , 1
Parada , ./data/Jabali/k4/60_4_0.82_1_9.svrp , 795.392 , 772.858 , 2.8331 , 0.19 , 28.517 , 4 , 793.727 , 1.66551 , 1.66551 , 1.79049 , 795.392 , 795.392 , 0 , 2737 , 1303 , 3.6783 , 0 , 0 , 234 , 1.28366 , 0 , 0 , 0 , 0 , 1
