Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SRI , ./data/Jabali/k3/60_3_0.88_1_4.svrp , 776.361 , 767.833 , 1.09849 , 0.839 , 12.908 , 3 , 773.419 , 2.94224 , 2.94224 , 2.94224 , 776.361 , 776.361 , 0 , 758 , 808 , 0.79081 , 0 , 0 , 116 , 0.405675 , 112 , 0.142218 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.88_1_4.svrp , 776.361 , 768.39 , 1.02672 , 0.904 , 2.993 , 3 , 773.419 , 2.94224 , 2.94224 , 2.94224 , 776.361 , 776.361 , 0 , 325 , 414 , 0.377887 , 0 , 0 , 41 , 0.199346 , 112 , 0.153295 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.88_1_5.svrp , 727.773 , 709.888 , 2.45757 , 0.033 , 23.35 , 3 , 725.495 , 2.27852 , 2.27852 , 2.39092 , 727.773 , 727.773 , 0 , 1871 , 1377 , 2.19167 , 0 , 0 , 209 , 0.989827 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.88_1_5.svrp , 727.773 , 714.167 , 1.86963 , 0.346 , 21.984 , 3 , 725.495 , 2.27852 , 2.27852 , 2.39092 , 727.773 , 727.773 , 0 , 1696 , 1372 , 1.628 , 0 , 0 , 270 , 1.0292 , 77 , 0.070881 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.88_1_5.svrp , 727.773 , 713.239 , 1.99705 , 0.369 , 12.153 , 3 , 725.495 , 2.27852 , 2.27852 , 2.39092 , 727.773 , 727.773 , 0 , 1476 , 956 , 1.20818 , 0 , 0 , 187 , 0.862769 , 77 , 0.072591 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.88_1_6.svrp , 719.155 , 693.131 , 3.61868 , 0.102 , 205.554 , 3 , 718.591 , 0.564452 , 0.564452 , 0.564452 , 719.155 , 719.155 , 0 , 8838 , 4068 , 18.3273 , 0 , 0 , 845 , 6.07708 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.88_1_6.svrp , 719.155 , 695.714 , 3.25961 , 0.424 , 146.22 , 3 , 718.591 , 0.564452 , 0.564452 , 0.564452 , 719.155 , 719.155 , 0 , 8962 , 3089 , 15.7941 , 0 , 0 , 478 , 4.1004 , 69 , 0.093935 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.88_1_6.svrp , 719.155 , 696.86 , 3.10017 , 0.384 , 274.415 , 3 , 718.591 , 0.564452 , 0.564452 , 0.564452 , 719.155 , 719.155 , 0 , 14159 , 4388 , 33.2074 , 0 , 0 , 769 , 7.21832 , 69 , 0.084607 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.88_1_7.svrp , 742.445 , 731.692 , 1.44836 , 0.095 , 2.723 , 3 , 733.745 , 8.70014 , 8.70014 , 10.8476 , 742.445 , 742.445 , 0 , 561 , 418 , 0.264356 , 0 , 0 , 53 , 0.413688 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.88_1_7.svrp , 742.445 , 736.231 , 0.836931 , 1.038 , 4.133 , 3 , 733.745 , 8.70014 , 8.70014 , 10.8476 , 742.445 , 742.445 , 0 , 379 , 459 , 0.387726 , 0 , 0 , 70 , 0.426129 , 159 , 0.233919 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.88_1_7.svrp , 742.445 , 737.225 , 0.703133 , 1.013 , 2.551 , 3 , 733.745 , 8.70014 , 8.70014 , 10.8476 , 742.445 , 742.445 , 0 , 299 , 309 , 0.323014 , 0 , 0 , 31 , 0.244539 , 159 , 0.227478 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.88_1_8.svrp , 718.309 , 713.991 , 0.601163 , 0.053 , 0.647 , 3 , 708.708 , 9.60047 , 9.60047 , 9.60047 , 718.309 , 718.309 , 0 , 114 , 164 , 0.045133 , 0 , 0 , 33 , 0.213201 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.88_1_8.svrp , 718.309 , 716.144 , 0.301366 , 0.327 , 0.736 , 3 , 708.708 , 9.60047 , 9.60047 , 9.60047 , 718.309 , 718.309 , 0 , 65 , 201 , 0.065148 , 0 , 0 , 12 , 0.127819 , 25 , 0.030155 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.88_1_8.svrp , 718.309 , 716.226 , 0.289953 , 0.335 , 0.9 , 3 , 708.708 , 9.60047 , 9.60047 , 9.60047 , 718.309 , 718.309 , 0 , 83 , 231 , 0.074078 , 0 , 0 , 22 , 0.133414 , 25 , 0.029839 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.88_1_9.svrp , 725.772 , 701.723 , 3.31362 , 0.153 , 43.145 , 3 , 720.298 , 5.47397 , 5.47397 , 6.08599 , 725.772 , 725.772 , 0 , 4827 , 1445 , 4.23697 , 0 , 0 , 442 , 2.77839 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.88_1_9.svrp , 725.772 , 707.015 , 2.58443 , 2.018 , 25.109 , 3 , 720.298 , 5.47397 , 5.47397 , 6.08599 , 725.772 , 725.772 , 0 , 2908 , 1078 , 2.66523 , 0 , 0 , 302 , 1.67642 , 221 , 0.371675 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.88_1_9.svrp , 725.772 , 709.253 , 2.27609 , 2.07 , 31.198 , 3 , 720.298 , 5.47397 , 5.47397 , 6.08599 , 725.772 , 725.772 , 0 , 3405 , 1197 , 3.26138 , 0 , 0 , 338 , 1.98539 , 221 , 0.394285 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.90_1_0.svrp , 713.506 , 694.161 , 2.71125 , 0.169 , 40.149 , 3 , 696.884 , 16.6221 , 16.6221 , 17.4418 , 713.506 , 713.506 , 0 , 6878 , 1151 , 3.51505 , 0 , 0 , 455 , 9.43259 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.90_1_0.svrp , 713.506 , 700.652 , 1.80151 , 1.626 , 19.865 , 3 , 696.884 , 16.6221 , 16.6221 , 17.4418 , 713.506 , 713.506 , 0 , 2808 , 883 , 1.55822 , 0 , 0 , 325 , 3.75765 , 175 , 0.418649 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.90_1_0.svrp , 713.506 , 704.169 , 1.30867 , 1.466 , 21.165 , 3 , 696.884 , 16.6221 , 16.6221 , 17.4418 , 713.506 , 713.506 , 0 , 3216 , 887 , 1.90421 , 0 , 0 , 332 , 4.23129 , 175 , 0.35592 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.90_1_1.svrp , 723.045 , 702.594 , 2.82843 , 0.173 , 20.098 , 3 , 705.803 , 17.2422 , 17.2422 , 19.956 , 723.045 , 723.045 , 0 , 2554 , 959 , 1.58248 , 0 , 0 , 591 , 3.08163 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.90_1_1.svrp , 723.045 , 706.441 , 2.29635 , 1.251 , 12.976 , 3 , 705.803 , 17.2422 , 17.2422 , 19.956 , 723.045 , 723.045 , 0 , 2093 , 720 , 0.931946 , 0 , 0 , 432 , 2.52548 , 169 , 0.239871 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.90_1_1.svrp , 723.045 , 708.282 , 2.04176 , 1.179 , 20.718 , 3 , 705.803 , 17.2422 , 17.2422 , 19.956 , 723.045 , 723.045 , 0 , 2398 , 850 , 1.422 , 0 , 0 , 551 , 3.47386 , 169 , 0.242651 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.90_1_2.svrp , 776.033 , 743.658 , 4.17178 , 0.139 , 275.383 , 3 , 759.964 , 16.0684 , 16.0684 , 18.8171 , 776.033 , 776.033 , 0 , 17079 , 3845 , 29.8598 , 0 , 0 , 1167 , 20.2342 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.90_1_2.svrp , 776.033 , 750.96 , 3.23088 , 1.671 , 121.521 , 3 , 759.964 , 16.0684 , 16.0684 , 18.8171 , 776.033 , 776.033 , 0 , 9017 , 2912 , 12.0573 , 0 , 0 , 773 , 10.1173 , 193 , 0.425888 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.90_1_2.svrp , 776.033 , 752.596 , 3.02011 , 1.572 , 273.132 , 3 , 759.964 , 16.0684 , 16.0684 , 18.8171 , 776.033 , 776.033 , 0 , 14140 , 3969 , 28.3978 , 0 , 0 , 1049 , 17.7864 , 193 , 0.383304 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.90_1_3.svrp , 676.497 , 673.962 , 0.374737 , 0.092 , 0.801 , 3 , 669.152 , 7.34548 , 7.34548 , 7.97476 , 676.497 , 676.497 , 0 , 132 , 182 , 0.106183 , 0 , 0 , 47 , 0.285537 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.90_1_3.svrp , 676.497 , 673.135 , 0.49702 , 0.466 , 0.975 , 3 , 669.152 , 7.34548 , 7.34548 , 7.97476 , 676.497 , 676.497 , 0 , 117 , 155 , 0.156879 , 0 , 0 , 23 , 0.184975 , 42 , 0.153356 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.90_1_3.svrp , 676.497 , 673.338 , 0.466911 , 0.49 , 1.662 , 3 , 669.152 , 7.34548 , 7.34548 , 7.97476 , 676.497 , 676.497 , 0 , 181 , 268 , 0.214779 , 0 , 0 , 49 , 0.3128 , 42 , 0.165136 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.90_1_4.svrp , 740.161 , 708.727 , 4.24698 , 0.068 , 346.019 , 3 , 720.912 , 19.2495 , 19.2495 , 24.5426 , 740.161 , 740.161 , 0 , 23352 , 3743 , 49.6266 , 0 , 0 , 1047 , 29.8954 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.90_1_4.svrp , 740.161 , 712.242 , 3.77201 , 1.596 , 183.506 , 3 , 720.912 , 19.2495 , 19.2495 , 24.5426 , 740.161 , 740.161 , 0 , 9989 , 2977 , 17.7399 , 0 , 0 , 867 , 14.2671 , 205 , 0.421086 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.90_1_4.svrp , 740.161 , 715.408 , 3.34427 , 1.652 , 145.681 , 3 , 720.912 , 19.2495 , 19.2495 , 24.5426 , 740.161 , 740.161 , 0 , 12344 , 2261 , 14.8411 , 0 , 0 , 536 , 14.9424 , 205 , 0.432232 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.90_1_5.svrp , 767.061 , 746.846 , 2.63549 , 0.137 , 18.788 , 3 , 760.158 , 6.90375 , 6.90375 , 7.79293 , 767.061 , 767.061 , 0 , 2317 , 1025 , 2.13687 , 0 , 0 , 161 , 2.49387 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.90_1_5.svrp , 767.061 , 750.997 , 2.09428 , 0.81 , 38.945 , 3 , 760.158 , 6.90375 , 6.90375 , 7.79293 , 767.061 , 767.061 , 0 , 4384 , 1404 , 5.39116 , 0 , 0 , 236 , 5.38035 , 138 , 0.17947 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.90_1_5.svrp , 767.061 , 753.694 , 1.74274 , 0.785 , 44.576 , 3 , 760.158 , 6.90375 , 6.90375 , 7.79293 , 767.061 , 767.061 , 0 , 5244 , 1497 , 6.15241 , 0 , 0 , 288 , 6.92743 , 138 , 0.179111 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.90_1_6.svrp , 704.29 , 687.206 , 2.42565 , 0.063 , 11.991 , 3 , 693.32 , 10.9693 , 10.9693 , 11.848 , 704.29 , 704.29 , 0 , 1513 , 791 , 1.15421 , 0 , 0 , 119 , 0.900433 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.90_1_6.svrp , 704.29 , 692.897 , 1.61759 , 3.57 , 11.297 , 3 , 693.32 , 10.9693 , 10.9693 , 11.848 , 704.29 , 704.29 , 0 , 626 , 521 , 1.22333 , 0 , 0 , 38 , 0.366333 , 425 , 0.900418 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.90_1_6.svrp , 704.29 , 695.792 , 1.20659 , 3.365 , 11.946 , 3 , 693.32 , 10.9693 , 10.9693 , 11.848 , 704.29 , 704.29 , 0 , 773 , 627 , 1.48957 , 0 , 0 , 42 , 0.424977 , 425 , 0.895091 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.90_1_7.svrp , 713.636 , 691.779 , 3.06279 , 0.087 , 72.481 , 3 , 702.902 , 10.7343 , 10.7343 , 11.2691 , 713.636 , 713.636 , 0 , 7429 , 2268 , 7.01342 , 0 , 0 , 1145 , 5.02315 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.90_1_7.svrp , 713.636 , 695.62 , 2.5245 , 2.858 , 55.75 , 3 , 702.902 , 10.7343 , 10.7343 , 11.2691 , 713.636 , 713.636 , 0 , 4498 , 1752 , 4.35089 , 0 , 0 , 820 , 3.07092 , 324 , 0.836735 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.90_1_7.svrp , 713.636 , 697.487 , 2.26292 , 3.169 , 58.452 , 3 , 702.902 , 10.7343 , 10.7343 , 11.2691 , 713.636 , 713.636 , 0 , 5674 , 1732 , 5.08041 , 0 , 0 , 881 , 3.60406 , 324 , 0.832324 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.90_1_8.svrp , 704.269 , 681.38 , 3.25001 , 0.129 , 100.21 , 3 , 691.791 , 12.478 , 12.478 , 12.4953 , 704.269 , 704.269 , 0 , 6921 , 2526 , 10.2205 , 0 , 0 , 710 , 4.06046 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.90_1_8.svrp , 704.269 , 684.636 , 2.78763 , 1.329 , 39.57 , 3 , 691.791 , 12.478 , 12.478 , 12.4953 , 704.269 , 704.269 , 0 , 3796 , 1392 , 3.99561 , 0 , 0 , 417 , 2.11195 , 198 , 0.283213 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.90_1_8.svrp , 704.269 , 686.257 , 2.5575 , 1.355 , 39.413 , 3 , 691.791 , 12.478 , 12.478 , 12.4953 , 704.269 , 704.269 , 0 , 3329 , 1480 , 3.3573 , 0 , 0 , 469 , 2.12788 , 198 , 0.282027 , 0 , 0 , 1
Parada , ./data/Jabali/k3/60_3_0.90_1_9.svrp , 734.252 , 720.196 , 1.9143 , 0.07 , 21.847 , 3 , 725.074 , 9.17789 , 9.17789 , 9.17789 , 734.252 , 734.252 , 0 , 2921 , 1105 , 2.75384 , 0 , 0 , 425 , 1.83431 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/60_3_0.90_1_9.svrp , 734.252 , 722.505 , 1.59986 , 0.435 , 7.622 , 3 , 725.074 , 9.17789 , 9.17789 , 9.17789 , 734.252 , 734.252 , 0 , 1871 , 659 , 1.11364 , 0 , 0 , 157 , 0.752375 , 66 , 0.101865 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/60_3_0.90_1_9.svrp , 734.252 , 723.206 , 1.50439 , 0.438 , 10.173 , 3 , 725.074 , 9.17789 , 9.17789 , 9.17789 , 734.252 , 734.252 , 0 , 1361 , 651 , 1.22397 , 0 , 0 , 184 , 0.797565 , 66 , 0.101495 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.85_1_0.svrp , 712.971 , 702.135 , 1.51991 , 0.089 , 10.137 , 3 , 709.448 , 3.52326 , 3.52326 , 3.5577 , 712.971 , 712.971 , 0 , 1462 , 695 , 1.19906 , 0 , 0 , 99 , 0.967784 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.85_1_0.svrp , 712.971 , 704.964 , 1.12316 , 0.964 , 16.411 , 3 , 709.448 , 3.52326 , 3.52326 , 3.5577 , 712.971 , 712.971 , 0 , 1233 , 832 , 1.33847 , 0 , 0 , 59 , 0.845904 , 106 , 0.256835 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.85_1_0.svrp , 712.971 , 705.81 , 1.00451 , 1.023 , 10.062 , 3 , 709.448 , 3.52326 , 3.52326 , 3.5577 , 712.971 , 712.971 , 0 , 830 , 664 , 1.03803 , 0 , 0 , 64 , 0.610274 , 106 , 0.281709 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.85_1_1.svrp , 789.406 , 769.457 , 2.5272 , 0.071 , 11.662 , 3 , 786.657 , 2.74973 , 2.74973 , 2.74973 , 789.406 , 789.406 , 0 , 1505 , 665 , 1.08859 , 0 , 0 , 77 , 1.01976 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.85_1_1.svrp , 789.406 , 773.42 , 2.02515 , 0.419 , 19.787 , 3 , 786.657 , 2.74973 , 2.74973 , 2.74973 , 789.406 , 789.406 , 0 , 2450 , 1134 , 2.2775 , 0 , 0 , 211 , 2.23544 , 17 , 0.069357 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.85_1_1.svrp , 789.406 , 773.849 , 1.97077 , 0.353 , 29.468 , 3 , 786.657 , 2.74973 , 2.74973 , 2.74973 , 789.406 , 789.406 , 0 , 2732 , 1292 , 2.93667 , 0 , 0 , 261 , 2.40226 , 17 , 0.054024 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.85_1_2.svrp , 708.016 , 695.242 , 1.8042 , 0.109 , 3.127 , 3 , 703.63 , 4.38648 , 4.38648 , 4.38648 , 708.016 , 708.016 , 0 , 769 , 249 , 0.252659 , 0 , 0 , 118 , 1.20592 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.85_1_2.svrp , 708.016 , 699.916 , 1.14411 , 0.922 , 3.681 , 3 , 703.63 , 4.38648 , 4.38648 , 4.38648 , 708.016 , 708.016 , 0 , 555 , 277 , 0.325491 , 0 , 0 , 66 , 0.661784 , 146 , 0.178506 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.85_1_2.svrp , 708.016 , 700.583 , 1.04988 , 0.92 , 2.469 , 3 , 703.63 , 4.38648 , 4.38648 , 4.38648 , 708.016 , 708.016 , 0 , 316 , 235 , 0.243388 , 0 , 0 , 56 , 0.454855 , 146 , 0.177944 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.85_1_3.svrp , 731.185 , 719.385 , 1.61381 , 0.088 , 7.485 , 3 , 724.277 , 6.9073 , 6.9073 , 7.79115 , 731.185 , 731.185 , 0 , 945 , 501 , 0.540269 , 0 , 0 , 104 , 0.930603 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.85_1_3.svrp , 731.185 , 722.03 , 1.25202 , 0.62 , 2.954 , 3 , 724.277 , 6.9073 , 6.9073 , 7.79115 , 731.185 , 731.185 , 0 , 528 , 299 , 0.326608 , 0 , 0 , 66 , 0.618354 , 88 , 0.123598 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.85_1_3.svrp , 731.185 , 722.03 , 1.25202 , 0.648 , 3.202 , 3 , 724.277 , 6.9073 , 6.9073 , 7.79115 , 731.185 , 731.185 , 0 , 528 , 299 , 0.326905 , 0 , 0 , 66 , 0.617988 , 88 , 0.12377 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.85_1_4.svrp , 742.157 , 734.403 , 1.04475 , 0.131 , 1.219 , 3 , 741.545 , 0.611884 , 0.611884 , 0.611884 , 742.157 , 742.157 , 0 , 214 , 204 , 0.161429 , 0 , 0 , 30 , 0.300399 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.85_1_4.svrp , 742.157 , 735.954 , 0.835765 , 0.632 , 1.528 , 3 , 741.545 , 0.611884 , 0.611884 , 0.611884 , 742.157 , 742.157 , 0 , 123 , 221 , 0.192268 , 0 , 0 , 21 , 0.115192 , 79 , 0.111403 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.85_1_4.svrp , 742.157 , 736.215 , 0.800619 , 0.68 , 1.551 , 3 , 741.545 , 0.611884 , 0.611884 , 0.611884 , 742.157 , 742.157 , 0 , 136 , 235 , 0.190208 , 0 , 0 , 20 , 0.182624 , 79 , 0.111858 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.85_1_5.svrp , 754.409 , 744.945 , 1.25442 , 0.198 , 3.529 , 3 , 753.654 , 0.754718 , 0.754718 , 0.754718 , 754.409 , 754.409 , 0 , 351 , 454 , 0.30876 , 0 , 0 , 39 , 0.288357 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.85_1_5.svrp , 754.409 , 745.473 , 1.18444 , 0.397 , 4.967 , 3 , 753.654 , 0.754718 , 0.754718 , 0.754718 , 754.409 , 754.409 , 0 , 457 , 518 , 0.418828 , 0 , 0 , 27 , 0.288298 , 6 , 0.024952 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.85_1_5.svrp , 754.409 , 745.473 , 1.18444 , 0.426 , 4.818 , 3 , 753.654 , 0.754718 , 0.754718 , 0.754718 , 754.409 , 754.409 , 0 , 457 , 518 , 0.431245 , 0 , 0 , 27 , 0.28751 , 6 , 0.02493 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.85_1_6.svrp , 734.511 , 722.406 , 1.64805 , 0.115 , 2.238 , 3 , 729.533 , 4.97851 , 4.97851 , 5.22215 , 734.511 , 734.511 , 0 , 309 , 312 , 0.176519 , 0 , 0 , 51 , 0.527069 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.85_1_6.svrp , 734.511 , 724.278 , 1.39317 , 0.708 , 2.9 , 3 , 729.533 , 4.97851 , 4.97851 , 5.22215 , 734.511 , 734.511 , 0 , 297 , 325 , 0.284329 , 0 , 0 , 46 , 0.30273 , 121 , 0.084817 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.85_1_6.svrp , 734.511 , 725.116 , 1.27907 , 0.697 , 3.56 , 3 , 729.533 , 4.97851 , 4.97851 , 5.22215 , 734.511 , 734.511 , 0 , 402 , 481 , 0.36707 , 0 , 0 , 64 , 0.35769 , 121 , 0.084886 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.85_1_7.svrp , 798.203 , 789.231 , 1.12395 , 0.166 , 2.024 , 3 , 796.935 , 1.26745 , 1.26745 , 1.26745 , 798.203 , 798.203 , 0 , 313 , 352 , 0.233104 , 0 , 0 , 39 , 0.336046 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.85_1_7.svrp , 798.203 , 790.07 , 1.01886 , 0.353 , 2.155 , 3 , 796.935 , 1.26745 , 1.26745 , 1.26745 , 798.203 , 798.203 , 0 , 264 , 314 , 0.247006 , 0 , 0 , 45 , 0.421199 , 25 , 0.074333 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.85_1_7.svrp , 798.203 , 790.07 , 1.01886 , 0.363 , 2.086 , 3 , 796.935 , 1.26745 , 1.26745 , 1.26745 , 798.203 , 798.203 , 0 , 264 , 314 , 0.249246 , 0 , 0 , 45 , 0.420448 , 25 , 0.073695 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.85_1_8.svrp , 767.224 , 739.653 , 3.59355 , 0.169 , 62.342 , 3 , 759.086 , 8.13812 , 8.13812 , 8.13812 , 767.224 , 767.224 , 0 , 6125 , 1777 , 7.08265 , 0 , 0 , 184 , 3.18402 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.85_1_8.svrp , 767.224 , 743.792 , 3.05406 , 5.334 , 59.586 , 3 , 759.086 , 8.13812 , 8.13812 , 8.13812 , 767.224 , 767.224 , 0 , 5939 , 1476 , 6.16199 , 0 , 0 , 120 , 2.93473 , 432 , 0.923965 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.85_1_8.svrp , 767.224 , 746.301 , 2.72704 , 4.847 , 85.724 , 3 , 759.086 , 8.13812 , 8.13812 , 8.13812 , 767.224 , 767.224 , 0 , 7111 , 1830 , 8.4682 , 0 , 0 , 187 , 4.1185 , 432 , 0.921813 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.85_1_9.svrp , 710.155 , 709.018 , 0.160122 , 0.118 , 0.453 , 3 , 706.719 , 3.43627 , 3.43627 , 3.43627 , 710.155 , 710.155 , 0 , 30 , 163 , 0.057928 , 0 , 0 , 4 , 0.081066 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.85_1_9.svrp , 710.155 , 709.018 , 0.160122 , 0.204 , 0.54 , 3 , 706.719 , 3.43627 , 3.43627 , 3.43627 , 710.155 , 710.155 , 0 , 30 , 163 , 0.064079 , 0 , 0 , 2 , 0.069054 , 2 , 0.013623 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.85_1_9.svrp , 710.155 , 709.018 , 0.160122 , 0.208 , 0.567 , 3 , 706.719 , 3.43627 , 3.43627 , 3.43627 , 710.155 , 710.155 , 0 , 30 , 163 , 0.066256 , 0 , 0 , 2 , 0.070725 , 2 , 0.013463 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.88_1_0.svrp , 788.831 , 766.164 , 2.8735 , 0.151 , 46.311 , 3 , 787.264 , 1.56632 , 1.56632 , 1.56632 , 788.831 , 788.831 , 0 , 2733 , 1704 , 3.24382 , 0 , 0 , 404 , 2.46619 , 0 , 0 , 0 , 0 , 1
SRI , ./data/Jabali/k3/70_3_0.88_1_0.svrp , 788.831 , 771.101 , 2.24755 , 1.832 , 33.16 , 3 , 787.264 , 1.56632 , 1.56632 , 1.56632 , 788.831 , 788.831 , 0 , 1932 , 1472 , 2.25822 , 0 , 0 , 287 , 1.89828 , 175 , 0.451711 , 0 , 0 , 1
SRI+Lagrangian , ./data/Jabali/k3/70_3_0.88_1_0.svrp , 788.831 , 772.93 , 2.01568 , 1.914 , 25.869 , 3 , 787.264 , 1.56632 , 1.56632 , 1.56632 , 788.831 , 788.831 , 0 , 1778 , 1103 , 2.11363 , 0 , 0 , 215 , 1.49017 , 175 , 0.456779 , 0 , 0 , 1
Parada , ./data/Jabali/k3/70_3_0.88_1_1.svrp , 749.663 , 721.091 , 3.81126 , 0.09 , 600.023 , 3 , 740.309 , 9.35419 , 9.35419 , 10.751 , 749.663 , 743.875 , 0.772 , 23555 , 7014 , 62.5789 , 0 , 0 , 2169 , 29.5093 , 0 , 0 , 0 , 0 , 0
