Algorithm , Instance , K , Model Solution Cost , Deterministic Cost , Model Recourse Cost , Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Root Lower Bound , Root Gap (%) , Node Count , CVRPSEP Cuts , Gendreau Cuts , Scenario Cuts , Partial Route Cuts , Root Time (s) , Time (s) , Solved
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-5.svrp , 3 , 491.04 , 488 , 3.04 , 3.04 , 491.04 , 491.04 , 0 , 485 , 1.23004 , 3 , 82 , 1 , 271 , 0 , 0.085 , 0.258 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-5.svrp , 3 , 491.04 , 488 , 3.04 , 3.04 , 491.04 , 491.04 , 0 , 482 , 1.84099 , 106 , 127 , 14 , 0 , 0 , 0.009 , 0.128 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-5.svrp , 3 , 491.04 , 488 , 3.04 , 3.04 , 491.04 , 491.04 , 0 , 482 , 1.84099 , 93 , 120 , 0 , 0 , 65 , 0.011 , 0.159 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-5.svrp , 3 , 491.04 , 488 , 3.04 , 3.04 , 491.04 , 491.04 , 0 , 482.58 , 1.72287 , 9 , 87 , 0 , 7 , 0 , 0.035 , 0.133 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-5.svrp , 3 , 491.04 , 488 , 3.04 , 3.04 , 491.04 , 491.04 , 0 , 482.58 , 1.72287 , 9 , 87 , 0 , 7 , 15 , 0.036 , 0.138 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-6.svrp , 4 , 619 , 619 , 1.18661e-14 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 5 , 60 , 0 , 260 , 0 , 0.092 , 0.262 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-6.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 0 , 0.007 , 0.068 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-6.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 87 , 0.009 , 0.087 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-6.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 8 , 66 , 0 , 5 , 0 , 0.033 , 0.164 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-6.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 8 , 66 , 0 , 5 , 28 , 0.035 , 0.18 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-9.svrp , 4 , 619 , 619 , 1.30385e-14 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 5 , 60 , 0 , 248 , 0 , 0.092 , 0.263 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-9.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 0 , 0.007 , 0.066 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-9.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 86 , 0.008 , 0.086 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-9.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 1 , 62 , 0 , 4 , 0 , 0.033 , 0.113 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB33-Low-scen200-9.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 1 , 62 , 0 , 4 , 21 , 0.035 , 0.119 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-High-scen200-3.svrp , 5 , 834.47 , 820 , 14.47 , 14.47 , 834.47 , 834.47 , 0 , 782.273 , 6.25505 , 1691 , 891 , 28 , 7414 , 0 , 0.311 , 50.531 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-High-scen200-3.svrp , 5 , 834.49 , 820 , 14.49 , 14.47 , 834.49 , 812 , 2.69506 , 772.917 , 7.37856 , 50163 , 4070 , 20428 , 0 , 0 , 0.044 , 1800.08 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-High-scen200-3.svrp , 5 , 834.47 , 820 , 14.47 , 14.47 , 834.47 , 834.47 , 0 , 772.917 , 7.37634 , 14082 , 2804 , 0 , 0 , 51032 , 0.052 , 93.438 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-High-scen200-3.svrp , 5 , 834.47 , 820 , 14.47 , 14.47 , 834.47 , 834.47 , 0 , 779.87 , 6.54308 , 3272 , 1370 , 53 , 223 , 0 , 0.087 , 15.912 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-High-scen200-3.svrp , 5 , 834.47 , 820 , 14.47 , 14.47 , 834.47 , 834.47 , 0 , 779.87 , 6.54308 , 1898 , 1270 , 0 , 173 , 4840 , 0.091 , 10.917 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-Low-scen200-1.svrp , 4 , 623.36 , 620 , 3.36 , 3.36 , 623.36 , 623.36 , 0 , 612.483 , 1.7449 , 129 , 224 , 1 , 315 , 0 , 0.21 , 1.267 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-Low-scen200-1.svrp , 4 , 623.36 , 620 , 3.36 , 3.36 , 623.36 , 623.36 , 0 , 598.4 , 4.00411 , 6064 , 1496 , 478 , 0 , 0 , 0.029 , 14.369 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-Low-scen200-1.svrp , 4 , 623.36 , 620 , 3.36 , 3.36 , 623.36 , 623.36 , 0 , 598.4 , 4.00411 , 1142 , 642 , 0 , 0 , 2435 , 0.027 , 3.295 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-Low-scen200-1.svrp , 4 , 623.36 , 620 , 3.36 , 3.36 , 623.36 , 623.36 , 0 , 611.36 , 1.92505 , 304 , 308 , 1 , 10 , 0 , 0.03 , 0.55 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-Low-scen200-1.svrp , 4 , 623.36 , 620 , 3.36 , 3.36 , 623.36 , 623.36 , 0 , 611.36 , 1.92505 , 331 , 283 , 0 , 9 , 626 , 0.031 , 0.741 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-Low-scen200-2.svrp , 5 , 822.37 , 812 , 10.37 , 10.37 , 822.37 , 822.37 , 0 , 779.96 , 5.15705 , 1323 , 790 , 10 , 3854 , 0 , 0.489 , 25.736 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-Low-scen200-2.svrp , 5 , 822.37 , 812 , 10.37 , 10.37 , 822.37 , 822.37 , 0 , 772.917 , 6.01351 , 34695 , 2447 , 9880 , 0 , 0 , 0.045 , 557.027 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-Low-scen200-2.svrp , 5 , 822.37 , 812 , 10.37 , 10.37 , 822.37 , 822.37 , 0 , 772.917 , 6.01351 , 4121 , 1400 , 0 , 0 , 15411 , 0.048 , 18.076 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-Low-scen200-2.svrp , 5 , 822.37 , 812 , 10.37 , 10.37 , 822.37 , 822.37 , 0 , 778.91 , 5.28473 , 1249 , 955 , 20 , 76 , 0 , 0.079 , 7.768 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n22-LB5-UB27-Low-scen200-2.svrp , 5 , 822.37 , 812 , 10.37 , 10.37 , 822.37 , 822.37 , 0 , 778.91 , 5.28473 , 1529 , 958 , 0 , 88 , 2706 , 0.08 , 8.737 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-High-scen200-3.svrp , 6 , 986.94 , 982 , 4.94 , 4.94 , 986.94 , 986.94 , 0 , 951.095 , 3.63191 , 1457 , 1592 , 93 , 6740 , 0 , 1.876 , 108.491 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-High-scen200-3.svrp , 6 , 1000.39 , 983 , 17.39 , 17.39 , 1000.39 , 956 , 4.43727 , 942.75 , 5.76175 , 27299 , 7710 , 8495 , 0 , 0 , 0.182 , 1800.09 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-High-scen200-3.svrp , 6 , 986.94 , 982 , 4.94 , 4.94 , 986.94 , 986.94 , 0 , 943.05 , 4.44708 , 8600 , 3958 , 0 , 0 , 47940 , 0.187 , 177.925 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-High-scen200-3.svrp , 6 , 986.94 , 982 , 4.94 , 4.94 , 986.94 , 986.94 , 0 , 948.67 , 3.87764 , 2302 , 1900 , 98 , 186 , 0 , 0.249 , 35.034 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-High-scen200-3.svrp , 6 , 986.94 , 982 , 4.94 , 4.94 , 986.94 , 986.94 , 0 , 948.67 , 3.87764 , 1777 , 2172 , 0 , 161 , 4269 , 0.262 , 38.888 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-High-scen200-4.svrp , 6 , 993.05 , 982 , 11.05 , 11.05 , 993.05 , 993.05 , 0 , 956.281 , 3.70266 , 2257 , 3166 , 104 , 13514 , 0 , 2.651 , 510.181 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-High-scen200-4.svrp , 6 , 1010.58 , 980 , 30.58 , 30.58 , 1010.58 , 956 , 5.40086 , 942.75 , 6.71199 , 24176 , 8960 , 7864 , 0 , 0 , 0.196 , 1800.64 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-High-scen200-4.svrp , 6 , 993.05 , 982 , 11.05 , 11.05 , 993.05 , 993.05 , 0 , 943.05 , 5.03499 , 11016 , 6077 , 0 , 0 , 54565 , 0.193 , 245.691 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-High-scen200-4.svrp , 6 , 993.05 , 982 , 11.05 , 11.05 , 993.05 , 993.05 , 0 , 955.276 , 3.80382 , 1586 , 2290 , 24 , 240 , 0 , 0.266 , 31.859 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-High-scen200-4.svrp , 6 , 993.05 , 982 , 11.05 , 11.05 , 993.05 , 993.05 , 0 , 955.276 , 3.80382 , 4353 , 2820 , 0 , 418 , 10871 , 0.271 , 95.898 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-Low-scen200-1.svrp , 6 , 842.63 , 841 , 1.63 , 1.63 , 842.63 , 842.63 , 0 , 829.435 , 1.56593 , 174 , 932 , 7 , 1229 , 0 , 1.461 , 7.391 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-Low-scen200-1.svrp , 6 , 842.63 , 841 , 1.63 , 1.63 , 842.63 , 842.63 , 0 , 816 , 3.16034 , 8237 , 4407 , 2485 , 0 , 0 , 0.124 , 205.561 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-Low-scen200-1.svrp , 6 , 842.63 , 841 , 1.63 , 1.63 , 842.63 , 842.63 , 0 , 816 , 3.16034 , 2729 , 3652 , 0 , 0 , 13816 , 0.134 , 52.548 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-Low-scen200-1.svrp , 6 , 842.63 , 841 , 1.63 , 1.63 , 842.63 , 842.63 , 0 , 828.923 , 1.62664 , 170 , 734 , 2 , 26 , 0 , 0.286 , 1.988 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-Low-scen200-1.svrp , 6 , 842.63 , 841 , 1.63 , 1.63 , 842.63 , 842.63 , 0 , 828.923 , 1.62664 , 107 , 759 , 0 , 30 , 89 , 0.292 , 1.756 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-Low-scen200-2.svrp , 6 , 982 , 982 , 1.16387e-13 , 0 , 982 , 982 , 0 , 949.51 , 3.30858 , 4344 , 2902 , 258 , 7470 , 0 , 1.714 , 282.441 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-Low-scen200-2.svrp , 6 , 987.53 , 951 , 36.53 , 36.53 , 987.53 , 957.28 , 3.0632 , 942.75 , 4.53455 , 31097 , 7238 , 8755 , 0 , 0 , 0.178 , 1800.08 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-Low-scen200-2.svrp , 6 , 982 , 982 , 0 , 0 , 982 , 982 , 0 , 943.05 , 3.9664 , 7175 , 3287 , 0 , 0 , 29180 , 0.204 , 118.381 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-Low-scen200-2.svrp , 6 , 982 , 982 , 4.68234e-14 , 0 , 982 , 982 , 0 , 948.825 , 3.3783 , 34755 , 4239 , 4009 , 224 , 0 , 0.344 , 772.306 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n32-LB5-UB30-Low-scen200-2.svrp , 6 , 982 , 982 , 0 , 0 , 982 , 982 , 0 , 948.825 , 3.3783 , 2510 , 1842 , 0 , 118 , 5770 , 0.365 , 31.516 , 1 , 
