Algorithm , Instance , K , Model Solution Cost , Deterministic Cost , Model Recourse Cost , Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Root Lower Bound , Root Gap (%) , Node Count , CVRPSEP Cuts , Gendreau Cuts , Scenario Cuts , Partial Route Cuts , Root Time (s) , Time (s) , Solved
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-High-scen200-8.svrp , 4 , 621.69 , 619 , 2.69 , 2.69 , 621.69 , 621.69 , 0 , 616.52 , 0.831604 , 20 , 74 , 3 , 11 , 0 , 0.013 , 0.178 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-High-scen200-8.svrp , 4 , 621.69 , 619 , 2.69 , 2.69 , 621.69 , 621.69 , 0 , 616.52 , 0.831604 , 10 , 82 , 0 , 13 , 25 , 0.014 , 0.122 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-1.svrp , 3 , 489 , 489 , 0 , 0 , 489 , 489 , 0 , 489 , 0 , 0 , 18 , 0 , 0 , 0 , 0.024 , 0.061 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-1.svrp , 3 , 489 , 489 , 0 , 0 , 489 , 489 , 0 , 489 , 0 , 0 , 26 , 0 , 0 , 0 , 0.003 , 0.026 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-1.svrp , 3 , 489 , 489 , 0 , 0 , 489 , 489 , 0 , 489 , 0 , 0 , 26 , 0 , 0 , 0 , 0.003 , 0.027 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-1.svrp , 3 , 489 , 489 , 0 , 0 , 489 , 489 , 0 , 489 , 0 , 0 , 26 , 0 , 0 , 0 , 0.011 , 0.046 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-1.svrp , 3 , 489 , 489 , 0 , 0 , 489 , 489 , 0 , 489 , 0 , 0 , 26 , 0 , 0 , 0 , 0.012 , 0.044 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-10.svrp , 4 , 619 , 619 , -5.25802e-15 , 0 , 619 , 619 , 0 , 614.385 , 0.745557 , 5 , 52 , 0 , 271 , 0 , 0.089 , 0.26 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-10.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 0 , 0.006 , 0.065 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-10.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 87 , 0.009 , 0.088 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-10.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614.31 , 0.757674 , 4 , 57 , 0 , 6 , 0 , 0.029 , 0.233 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-10.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614.31 , 0.757674 , 4 , 57 , 0 , 6 , 46 , 0.032 , 0.25 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-13.svrp , 4 , 522.33 , 518 , 4.33 , 4.33 , 522.33 , 522.33 , 0 , 521.935 , 0.0756699 , 1 , 64 , 1 , 180 , 0 , 0.08 , 0.143 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-13.svrp , 4 , 522.33 , 518 , 4.33 , 4.33 , 522.33 , 522.33 , 0 , 501 , 4.08363 , 577 , 139 , 183 , 0 , 0 , 0.009 , 0.503 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-13.svrp , 4 , 522.33 , 518 , 4.33 , 4.33 , 522.33 , 522.33 , 0 , 503 , 3.70073 , 108 , 83 , 0 , 0 , 180 , 0.014 , 0.238 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-13.svrp , 4 , 522.33 , 518 , 4.33 , 4.33 , 522.33 , 522.33 , 0 , 522.33 , 0 , 1 , 63 , 1 , 3 , 0 , 0.014 , 0.063 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-13.svrp , 4 , 522.33 , 518 , 4.33 , 4.33 , 522.33 , 522.33 , 0 , 521.49 , 0.160818 , 1 , 63 , 0 , 3 , 3 , 0.015 , 0.061 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-14.svrp , 4 , 619 , 619 , 3.91864e-14 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 10 , 75 , 0 , 181 , 0 , 0.082 , 0.249 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-14.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 0 , 0.007 , 0.065 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-14.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 86 , 0.008 , 0.085 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-14.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 4 , 55 , 0 , 4 , 0 , 0.03 , 0.264 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-14.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 4 , 55 , 0 , 4 , 48 , 0.033 , 0.28 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-17.svrp , 4 , 619 , 619 , -3.19744e-16 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 7 , 63 , 1 , 242 , 0 , 0.078 , 0.237 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-17.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 0 , 0.006 , 0.065 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-17.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 86 , 0.008 , 0.086 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-17.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 4 , 59 , 0 , 5 , 0 , 0.029 , 0.28 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-17.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 4 , 59 , 0 , 5 , 48 , 0.032 , 0.301 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-18.svrp , 4 , 619 , 619 , -8.34888e-15 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 11 , 74 , 1 , 213 , 0 , 0.077 , 0.239 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-18.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 0 , 0.007 , 0.065 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-18.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 87 , 0.009 , 0.088 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-18.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 5 , 59 , 0 , 5 , 0 , 0.031 , 0.224 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-18.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 5 , 59 , 0 , 5 , 34 , 0.033 , 0.241 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-2.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 13 , 65 , 0 , 229 , 0 , 0.075 , 0.271 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-2.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 29 , 85 , 1 , 0 , 0 , 0.006 , 0.064 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-2.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 29 , 85 , 0 , 0 , 84 , 0.009 , 0.085 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-2.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 9 , 58 , 0 , 4 , 0 , 0.029 , 0.175 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-2.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 9 , 58 , 0 , 4 , 39 , 0.032 , 0.193 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-5.svrp , 3 , 568 , 568 , 0 , 0 , 568 , 568 , 0 , 568 , 0 , 0 , 35 , 0 , 97 , 0 , 0.058 , 0.102 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-5.svrp , 3 , 568 , 568 , 0 , 0 , 568 , 568 , 0 , 560 , 1.40845 , 137 , 52 , 91 , 0 , 0 , 0.004 , 0.143 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-5.svrp , 3 , 568 , 568 , 0 , 0 , 568 , 568 , 0 , 562.17 , 1.02641 , 9 , 45 , 0 , 0 , 33 , 0.009 , 0.067 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-5.svrp , 3 , 568 , 568 , 0 , 0 , 568 , 568 , 0 , 568 , 0 , 1 , 37 , 0 , 2 , 0 , 0.017 , 0.053 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-5.svrp , 3 , 568 , 568 , 0 , 0 , 568 , 568 , 0 , 568 , 0 , 1 , 37 , 0 , 2 , 0 , 0.018 , 0.055 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-6.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 5 , 51 , 0 , 308 , 0 , 0.086 , 0.289 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-6.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 0 , 0.007 , 0.067 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-6.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 86 , 0.008 , 0.085 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-6.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 18 , 79 , 0 , 14 , 0 , 0.033 , 0.303 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-6.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 18 , 79 , 0 , 14 , 58 , 0.036 , 0.322 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-9.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 11 , 69 , 0 , 200 , 0 , 0.074 , 0.213 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-9.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 0 , 0.006 , 0.065 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-9.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 608 , 1.77706 , 30 , 85 , 0 , 0 , 86 , 0.009 , 0.089 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-9.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 1 , 53 , 0 , 4 , 0 , 0.029 , 0.115 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n16-LB5-UB33-Low-scen200-9.svrp , 4 , 619 , 619 , 0 , 0 , 619 , 619 , 0 , 614 , 0.807754 , 1 , 53 , 0 , 4 , 21 , 0.032 , 0.123 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-High-scen200-3.svrp , 6 , 990.77 , 984 , 6.77 , 6.77 , 990.77 , 982.73 , 0.811532 , 952.887 , 3.82361 , 5766 , 3037 , 133 , 17082 , 0 , 2.305 , 1800.06 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-High-scen200-3.svrp , 6 , 997.77 , 991 , 6.77 , 6.77 , 997.77 , 955.62 , 4.22442 , 942.75 , 5.5143 , 21198 , 6977 , 11362 , 0 , 0 , 0.192 , 1800.06 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-High-scen200-3.svrp , 6 , 988.77 , 982 , 6.77 , 6.77 , 988.77 , 988.77 , 0 , 943.05 , 4.62393 , 5947 , 4421 , 0 , 0 , 25956 , 0.19 , 117.651 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-High-scen200-3.svrp , 6 , 988.77 , 982 , 6.77 , 6.77 , 988.77 , 988.77 , 0 , 951.163 , 3.80346 , 22886 , 5918 , 291 , 838 , 0 , 0.293 , 756.646 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-High-scen200-3.svrp , 6 , 988.77 , 982 , 6.77 , 6.77 , 988.77 , 988.77 , 0 , 951.163 , 3.80346 , 4290 , 3098 , 0 , 312 , 12438 , 0.31 , 105.152 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-High-scen200-4.svrp , 6 , 990.39 , 982 , 8.39 , 8.39 , 990.39 , 990.39 , 0 , 951.918 , 3.88453 , 2040 , 2668 , 53 , 8529 , 0 , 1.709 , 182.371 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-High-scen200-4.svrp , 6 , 997.15 , 981 , 16.15 , 16.15 , 997.15 , 956.48 , 4.07862 , 942.75 , 5.45555 , 26143 , 8552 , 8645 , 0 , 0 , 0.195 , 1800.07 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-High-scen200-4.svrp , 6 , 990.39 , 982 , 8.39 , 8.39 , 990.39 , 990.39 , 0 , 943.05 , 4.77994 , 29162 , 6131 , 0 , 0 , 171881 , 0.19 , 693.508 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-High-scen200-4.svrp , 6 , 990.39 , 982 , 8.39 , 8.39 , 990.39 , 990.39 , 0 , 951.082 , 3.9689 , 4836 , 3458 , 129 , 224 , 0 , 0.266 , 103.538 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-High-scen200-4.svrp , 6 , 990.39 , 982 , 8.39 , 8.39 , 990.39 , 990.39 , 0 , 951.082 , 3.9689 , 2800 , 2448 , 0 , 160 , 8165 , 0.278 , 54.745 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-Low-scen200-1.svrp , 6 , 731.68 , 731 , 0.68 , 0.68 , 731.68 , 731.68 , 0 , 711.887 , 2.70519 , 237 , 786 , 3 , 1385 , 0 , 0.963 , 6.775 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-Low-scen200-1.svrp , 6 , 731.68 , 731 , 0.68 , 0.68 , 731.68 , 731.68 , 0 , 710.75 , 2.86054 , 451 , 949 , 21 , 0 , 0 , 0.111 , 2.564 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-Low-scen200-1.svrp , 6 , 731.68 , 731 , 0.68 , 0.68 , 731.68 , 731.68 , 0 , 710.75 , 2.86054 , 307 , 873 , 0 , 0 , 1543 , 0.124 , 2.737 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-Low-scen200-1.svrp , 6 , 731.68 , 731 , 0.68 , 0.68 , 731.68 , 731.68 , 0 , 711.887 , 2.70519 , 207 , 681 , 2 , 30 , 0 , 0.137 , 1.669 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-Low-scen200-1.svrp , 6 , 731.68 , 731 , 0.68 , 0.68 , 731.68 , 731.68 , 0 , 711.887 , 2.70519 , 177 , 710 , 0 , 30 , 413 , 0.146 , 1.774 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-Low-scen200-2.svrp , 6 , 982 , 982 , -1.84652e-14 , 0 , 982 , 982 , 2.06501e-05 , 951.012 , 3.15562 , 3697 , 2583 , 149 , 5430 , 0 , 1.644 , 178.19 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-Low-scen200-2.svrp , 6 , 982.92 , 951 , 31.92 , 31.92 , 982.92 , 957.3 , 2.60652 , 942.75 , 4.0868 , 32859 , 6030 , 9213 , 0 , 0 , 0.179 , 1800.09 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-Low-scen200-2.svrp , 6 , 982 , 982 , 0 , 0 , 982 , 982 , 0 , 943.05 , 3.9664 , 3120 , 2683 , 0 , 0 , 14575 , 0.192 , 47.414 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-Low-scen200-2.svrp , 6 , 982 , 982 , -5.66303e-14 , 0 , 982 , 982 , 0 , 948.839 , 3.37692 , 2432 , 2773 , 135 , 135 , 0 , 0.258 , 47.899 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-n32-LB5-UB30-Low-scen200-2.svrp , 6 , 982 , 982 , -1.85487e-13 , 0 , 982 , 982 , 0 , 948.839 , 3.37692 , 1551 , 2591 , 0 , 115 , 4361 , 0.265 , 40.484 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-High-scen200-3.svrp , 3 , 601.24 , 595 , 6.24 , 6.24 , 601.24 , 601.24 , 0 , 575.667 , 4.25343 , 540 , 296 , 19 , 1949 , 0 , 0.092 , 2.794 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-High-scen200-3.svrp , 3 , 601.24 , 595 , 6.24 , 6.24 , 601.24 , 601.24 , 0 , 560 , 6.85916 , 39762 , 1390 , 14041 , 0 , 0 , 0.015 , 387.151 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-High-scen200-3.svrp , 3 , 601.24 , 595 , 6.24 , 6.24 , 601.24 , 601.24 , 0 , 560.67 , 6.74772 , 5049 , 818 , 0 , 0 , 9405 , 0.016 , 8.621 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-High-scen200-3.svrp , 3 , 601.24 , 595 , 6.24 , 6.24 , 601.24 , 601.24 , 0 , 575.67 , 4.25288 , 836 , 398 , 48 , 57 , 0 , 0.033 , 1.123 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-High-scen200-3.svrp , 3 , 601.24 , 595 , 6.24 , 6.24 , 601.24 , 601.24 , 0 , 575.67 , 4.25288 , 861 , 383 , 0 , 52 , 1253 , 0.033 , 1.474 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-High-scen200-4.svrp , 3 , 605.51 , 595 , 10.51 , 10.51 , 605.51 , 605.51 , 0 , 584.465 , 3.47558 , 437 , 274 , 12 , 2392 , 0 , 0.121 , 2.557 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-High-scen200-4.svrp , 3 , 605.51 , 595 , 10.51 , 10.51 , 605.51 , 605.51 , 0 , 560 , 7.51598 , 41464 , 1411 , 14241 , 0 , 0 , 0.015 , 406.001 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-High-scen200-4.svrp , 3 , 605.51 , 595 , 10.51 , 10.51 , 605.51 , 605.51 , 0 , 560.67 , 7.40533 , 6657 , 1027 , 0 , 0 , 14515 , 0.018 , 13.065 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-High-scen200-4.svrp , 3 , 605.51 , 595 , 10.51 , 10.51 , 605.51 , 605.51 , 0 , 581 , 4.04783 , 836 , 337 , 37 , 70 , 0 , 0.024 , 1.117 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-High-scen200-4.svrp , 3 , 605.51 , 595 , 10.51 , 10.51 , 605.51 , 605.51 , 0 , 581 , 4.04783 , 988 , 340 , 0 , 77 , 1322 , 0.025 , 1.731 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-Low-scen200-1.svrp , 3 , 507 , 507 , 0 , 0 , 507 , 507 , 0 , 507 , 0 , 1 , 68 , 0 , 111 , 0 , 0.077 , 0.149 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-Low-scen200-1.svrp , 3 , 507 , 507 , 0 , 0 , 507 , 507 , 0 , 507 , 5.60586e-14 , 1 , 88 , 7 , 0 , 0 , 0.014 , 0.057 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-Low-scen200-1.svrp , 3 , 507 , 507 , 0 , 0 , 507 , 507 , 0 , 507 , 1.12117e-14 , 1 , 85 , 0 , 0 , 7 , 0.016 , 0.058 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-Low-scen200-1.svrp , 3 , 507 , 507 , 0 , 0 , 507 , 507 , 0 , 507 , 0 , 1 , 80 , 0 , 2 , 0 , 0.022 , 0.061 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-Low-scen200-1.svrp , 3 , 507 , 507 , 0 , 0 , 507 , 507 , 0 , 507 , 0 , 1 , 80 , 0 , 2 , 0 , 0.022 , 0.059 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-Low-scen200-2.svrp , 3 , 595.86 , 595 , 0.86 , 0.86 , 595.86 , 595.86 , 0 , 570.15 , 4.31477 , 361 , 301 , 4 , 1449 , 0 , 0.109 , 1.939 , 1 , 
VRP-Gendreau-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-Low-scen200-2.svrp , 3 , 595.86 , 595 , 0.86 , 0.86 , 595.86 , 595.86 , 0 , 560 , 6.01819 , 11059 , 725 , 4891 , 0 , 0 , 0.014 , 42.085 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/Correlated-Instances/Correlated-neg-n16-LB5-UB31-Low-scen200-2.svrp , 3 , 595.86 , 595 , 0.86 , 0.86 , 595.86 , 595.86 , 0 , 560.67 , 5.90575 , 2892 , 558 , 0 , 0 , 4992 , 0.016 , 4.265 , 1 , 
