Algorithm , Instance , K , Model Solution Cost , Deterministic Cost , Model Recourse Cost , Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Root Lower Bound , Root Gap (%) , Node Count , CVRPSEP Cuts , Gendreau Cuts , Scenario Cuts , Partial Route Cuts , Root Time (s) , Time (s) , Solved
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-16.svrp , 7 , 772.18 , 673 , 99.18 , 99.18 , 772.18 , 772.18 , 0 , 696.42 , 9.81118 , 10117 , 512 , 0 , 363 , 32754 , 0.021 , 18.696 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-17.svrp , 7 , 587.38 , 542 , 45.38 , 45.38 , 587.38 , 587.38 , 0 , 563.689 , 4.03339 , 1070 , 70 , 190 , 2691 , 0 , 0.038 , 4.952 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-17.svrp , 7 , 587.38 , 542 , 45.38 , 45.38 , 587.38 , 587.38 , 0 , 524 , 10.7903 , 37625 , 518 , 30988 , 0 , 0 , 0.004 , 962.74 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-17.svrp , 7 , 587.38 , 542 , 45.38 , 45.38 , 587.38 , 587.38 , 0 , 527.25 , 10.237 , 3058 , 270 , 0 , 0 , 9885 , 0.008 , 3.743 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-17.svrp , 7 , 587.38 , 542 , 45.38 , 45.38 , 587.38 , 587.38 , 0 , 542.9 , 7.57261 , 4483 , 195 , 688 , 139 , 0 , 0.006 , 4.633 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-17.svrp , 7 , 587.38 , 542 , 45.38 , 45.38 , 587.38 , 587.38 , 0 , 538.3 , 8.35575 , 798 , 119 , 0 , 53 , 2384 , 0.009 , 1.147 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-18.svrp , 7 , 768.33 , 728 , 40.33 , 40.33 , 768.33 , 768.33 , 0 , 712.488 , 7.26791 , 1885 , 124 , 609 , 2682 , 0 , 0.011 , 10.806 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-18.svrp , 7 , 768.33 , 728 , 40.33 , 40.33 , 768.33 , 768.33 , 0 , 686 , 10.7154 , 6910 , 273 , 7624 , 0 , 0 , 0.003 , 45.128 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-18.svrp , 7 , 768.33 , 728 , 40.33 , 40.33 , 768.33 , 768.33 , 0 , 692.92 , 9.81479 , 1489 , 212 , 0 , 0 , 3992 , 0.006 , 1.543 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-18.svrp , 7 , 768.33 , 728 , 40.33 , 40.33 , 768.33 , 768.33 , 0 , 690.8 , 10.0907 , 4093 , 201 , 942 , 109 , 0 , 0.004 , 4.762 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-18.svrp , 7 , 768.33 , 728 , 40.33 , 40.33 , 768.33 , 768.33 , 0 , 693.06 , 9.79657 , 657 , 147 , 0 , 12 , 1374 , 0.004 , 0.753 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-19.svrp , 7 , 900.29 , 834 , 66.29 , 66.29 , 900.29 , 900.29 , 0 , 843.474 , 6.31083 , 5188 , 330 , 826 , 12599 , 0 , 0.067 , 114.976 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-19.svrp , 7 , 900.33 , 834 , 66.33 , 66.29 , 900.33 , 840 , 6.70088 , 791.5 , 12.0878 , 41343 , 955 , 42988 , 0 , 0 , 0.004 , 1800.09 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-19.svrp , 7 , 900.29 , 834 , 66.29 , 66.29 , 900.29 , 900.29 , 0 , 794.34 , 11.7684 , 43391 , 998 , 0 , 0 , 171030 , 0.007 , 80.875 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-19.svrp , 7 , 900.29 , 834 , 66.29 , 66.29 , 900.29 , 900.29 , 0 , 819.78 , 8.94267 , 22498 , 594 , 1512 , 469 , 0 , 0.016 , 38.508 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-19.svrp , 7 , 900.29 , 834 , 66.29 , 66.29 , 900.29 , 900.29 , 0 , 819.78 , 8.94267 , 15997 , 575 , 0 , 422 , 54109 , 0.018 , 31.964 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-20.svrp , 7 , 749.46 , 679 , 70.46 , 70.46 , 749.46 , 749.46 , 0 , 704.595 , 5.98626 , 1769 , 159 , 341 , 6764 , 0 , 0.096 , 16.55 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-20.svrp , 7 , 749.46 , 680 , 69.46 , 69.46 , 749.46 , 739 , 1.39567 , 653.5 , 12.8039 , 44722 , 646 , 42331 , 0 , 0 , 0.004 , 1800.09 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-20.svrp , 7 , 749.46 , 679 , 70.46 , 70.46 , 749.46 , 749.46 , 0 , 655.38 , 12.553 , 8252 , 493 , 0 , 0 , 23784 , 0.008 , 10.258 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-20.svrp , 7 , 749.46 , 680 , 69.46 , 69.46 , 749.46 , 749.46 , 0 , 681.74 , 9.03584 , 3526 , 263 , 336 , 261 , 0 , 0.01 , 4.222 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n15-LB10-UB20-V5-scen200-B0.2-20.svrp , 7 , 749.46 , 679 , 70.46 , 70.46 , 749.46 , 749.46 , 0 , 681.74 , 9.03584 , 3794 , 281 , 0 , 322 , 7562 , 0.011 , 7.251 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-21.svrp , 4 , 787.58 , 672 , 115.58 , 115.58 , 787.58 , 758.553 , 3.68565 , 717.73 , 8.86894 , 30298 , 1132 , 7992 , 1260 , 0 , 0.203 , 1800.07 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-21.svrp , 4 , 787.58 , 672 , 115.58 , 115.58 , 787.58 , 698.5 , 11.3106 , 666.75 , 15.3419 , 44424 , 1821 , 27298 , 0 , 0 , 0.015 , 1800.12 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-21.svrp , 4 , 787.58 , 672 , 115.58 , 115.58 , 787.58 , 750 , 4.77158 , 667.47 , 15.2505 , 115013 , 8011 , 0 , 0 , 460139 , 0.018 , 1800.1 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-21.svrp , 4 , 787.58 , 672 , 115.58 , 115.58 , 787.58 , 787.58 , 0 , 716.74 , 8.99464 , 82543 , 1283 , 10619 , 417 , 0 , 0.053 , 883.353 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-21.svrp , 4 , 787.58 , 672 , 115.58 , 115.58 , 787.58 , 787.58 , 0 , 716.74 , 8.99464 , 28417 , 1203 , 0 , 507 , 83732 , 0.055 , 177.543 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-22.svrp , 4 , 600.75 , 534 , 66.75 , 66.75 , 600.75 , 586.957 , 2.29592 , 560.141 , 6.75976 , 36598 , 1604 , 6683 , 3398 , 0 , 0.079 , 1800.07 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-22.svrp , 4 , 600.75 , 534 , 66.75 , 66.75 , 600.75 , 550 , 8.44777 , 530.34 , 11.7203 , 50244 , 3185 , 25995 , 0 , 0 , 0.01 , 1800.11 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-22.svrp , 4 , 600.75 , 534 , 66.75 , 66.75 , 600.75 , 583.06 , 2.94465 , 533 , 11.2776 , 179826 , 7190 , 0 , 0 , 535713 , 0.019 , 1800.1 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-22.svrp , 4 , 600.75 , 534 , 66.75 , 66.75 , 600.75 , 600.75 , 0 , 568.69 , 5.33666 , 13197 , 844 , 2368 , 286 , 0 , 0.032 , 52.745 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-22.svrp , 4 , 600.75 , 534 , 66.75 , 66.75 , 600.75 , 600.75 , 0 , 568.69 , 5.33666 , 3370 , 597 , 0 , 241 , 3417 , 0.031 , 11.118 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-23.svrp , 4 , 921.68 , 779 , 142.68 , 142.68 , 921.68 , 864.222 , 6.23402 , 817.837 , 11.2667 , 37148 , 5792 , 2352 , 18527 , 0 , 0.163 , 1800.07 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-23.svrp , 4 , 921.68 , 779 , 142.68 , 142.68 , 921.68 , 803 , 12.8765 , 770 , 16.4569 , 44537 , 3539 , 24986 , 0 , 0 , 0.019 , 1800.1 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-23.svrp , 4 , 922.72 , 780 , 142.72 , 142.68 , 922.72 , 827.88 , 10.2783 , 771.4 , 16.3993 , 98222 , 11301 , 0 , 0 , 365072 , 0.023 , 1800.11 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-23.svrp , 4 , 921.68 , 779 , 142.68 , 142.68 , 921.68 , 899.71 , 2.38369 , 816.34 , 11.4291 , 80198 , 5264 , 10905 , 1700 , 0 , 0.042 , 1800.05 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-23.svrp , 4 , 921.68 , 779 , 142.68 , 142.68 , 921.68 , 911.13 , 1.14465 , 816.34 , 11.4291 , 138020 , 6692 , 0 , 2035 , 424564 , 0.044 , 1800.07 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-24.svrp , 4 , 891.13 , 826 , 65.13 , 125.6 , 891.13 , 891.13 , 0 , 847.719 , 4.87141 , 4619 , 970 , 921 , 2024 , 0 , 0.157 , 52.93 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-24.svrp , 4 , 946.6 , 821 , 125.6 , 125.6 , 946.6 , 830.5 , 12.2649 , 794 , 16.1209 , 75483 , 4313 , 25068 , 0 , 0 , 0.018 , 1800.15 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-24.svrp , 4 , 946.6 , 821 , 125.6 , 125.6 , 946.6 , 858.67 , 9.28903 , 794 , 16.1209 , 129423 , 9318 , 0 , 0 , 755597 , 0.024 , 1800.13 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-24.svrp , 4 , 946.6 , 821 , 125.6 , 125.6 , 946.6 , 922.44 , 2.55229 , 824.24 , 12.9263 , 75644 , 2232 , 18749 , 386 , 0 , 0.025 , 1800.09 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-24.svrp , 4 , 946.6 , 821 , 125.6 , 125.6 , 946.6 , 946.6 , 0 , 824.24 , 12.9263 , 158904 , 2233 , 0 , 722 , 457349 , 0.028 , 923.386 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-25.svrp , 4 , 725.92 , 648 , 77.92 , 77.92 , 725.92 , 696.066 , 4.11254 , 648.393 , 10.6798 , 27997 , 3509 , 4271 , 12263 , 0 , 0.206 , 1800.08 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-25.svrp , 4 , 726.44 , 636 , 90.44 , 90.44 , 726.44 , 653.73 , 10.0091 , 624 , 14.1016 , 50341 , 3933 , 23883 , 0 , 0 , 0.02 , 1800.1 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-25.svrp , 4 , 725.92 , 648 , 77.92 , 77.92 , 725.92 , 679.67 , 6.37123 , 624 , 14.0401 , 136520 , 10056 , 0 , 0 , 427073 , 0.022 , 1800.11 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-25.svrp , 4 , 725.92 , 648 , 77.92 , 77.92 , 725.92 , 725.92 , 0 , 658.65 , 9.26686 , 85872 , 2935 , 14262 , 1476 , 0 , 0.072 , 1714.4 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-25.svrp , 4 , 725.92 , 648 , 77.92 , 77.92 , 725.92 , 725.92 , 0 , 658.65 , 9.26686 , 102514 , 2747 , 0 , 1364 , 73905 , 0.075 , 660.852 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-26.svrp , 4 , 752.08 , 649 , 103.08 , 103.08 , 752.08 , 727.79 , 3.22969 , 695.884 , 7.47208 , 36536 , 1279 , 5297 , 2093 , 0 , 0.31 , 1800.14 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-26.svrp , 4 , 752.08 , 649 , 103.08 , 103.08 , 752.08 , 677 , 9.98298 , 649.5 , 13.6395 , 59070 , 2246 , 22418 , 0 , 0 , 0.013 , 1800.11 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-26.svrp , 4 , 752.08 , 649 , 103.08 , 103.08 , 752.08 , 752.08 , 0 , 656.95 , 12.6489 , 91503 , 3887 , 0 , 0 , 279635 , 0.024 , 649.236 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-26.svrp , 4 , 752.08 , 649 , 103.08 , 103.08 , 752.08 , 752.08 , 0 , 698.25 , 7.15748 , 17557 , 861 , 2882 , 153 , 0 , 0.04 , 76.329 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-26.svrp , 4 , 752.08 , 649 , 103.08 , 103.08 , 752.08 , 752.08 , 0 , 698.25 , 7.15748 , 3416 , 477 , 0 , 164 , 7774 , 0.045 , 17.996 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-27.svrp , 4 , 613.26 , 535 , 78.26 , 78.26 , 613.26 , 592.721 , 3.34921 , 565.933 , 7.71731 , 38516 , 1170 , 7365 , 1961 , 0 , 0.09 , 1800.08 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-27.svrp , 4 , 613.26 , 535 , 78.26 , 78.26 , 613.26 , 561 , 8.52167 , 535 , 12.7613 , 59121 , 2562 , 26467 , 0 , 0 , 0.011 , 1800.1 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-27.svrp , 4 , 613.26 , 535 , 78.26 , 78.26 , 613.26 , 613.26 , 0 , 535.9 , 12.6146 , 35406 , 2014 , 0 , 0 , 157831 , 0.018 , 128.531 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-27.svrp , 4 , 613.26 , 535 , 78.26 , 78.26 , 613.26 , 613.26 , 0 , 556.43 , 9.26687 , 14024 , 776 , 2251 , 136 , 0 , 0.013 , 45.726 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-27.svrp , 4 , 613.26 , 535 , 78.26 , 78.26 , 613.26 , 613.26 , 0 , 556.43 , 9.26687 , 3409 , 539 , 0 , 94 , 10493 , 0.017 , 10.623 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-28.svrp , 4 , 620.7 , 551 , 69.7 , 69.7 , 620.7 , 602.806 , 2.88289 , 569.47 , 8.25366 , 28536 , 2002 , 7269 , 3894 , 0 , 0.156 , 1800.06 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-28.svrp , 4 , 620.7 , 551 , 69.7 , 69.7 , 620.7 , 570.6 , 8.07153 , 548 , 11.7126 , 46421 , 2523 , 27397 , 0 , 0 , 0.019 , 1800.13 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-28.svrp , 4 , 620.7 , 551 , 69.7 , 69.7 , 620.7 , 597.89 , 3.67488 , 548 , 11.7126 , 157402 , 6601 , 0 , 0 , 694870 , 0.022 , 1800.1 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-28.svrp , 4 , 620.7 , 551 , 69.7 , 69.7 , 620.7 , 620.7 , 0 , 566.55 , 8.72402 , 71865 , 2289 , 5639 , 513 , 0 , 0.028 , 607.283 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-28.svrp , 4 , 620.7 , 551 , 69.7 , 69.7 , 620.7 , 620.7 , 0 , 566.55 , 8.72402 , 6019 , 1089 , 0 , 386 , 10760 , 0.028 , 27.886 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-29.svrp , 4 , 758.6 , 663 , 95.6 , 95.6 , 758.6 , 720.739 , 4.99087 , 695.767 , 8.28274 , 28676 , 1972 , 8111 , 3690 , 0 , 0.15 , 1800.11 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-29.svrp , 4 , 758.6 , 663 , 95.6 , 95.6 , 758.6 , 678 , 10.6248 , 657.5 , 13.3272 , 72977 , 3926 , 25534 , 0 , 0 , 0.013 , 1800.1 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-29.svrp , 4 , 758.6 , 663 , 95.6 , 95.6 , 758.6 , 712.41 , 6.08885 , 657.5 , 13.3272 , 143561 , 8824 , 0 , 0 , 597562 , 0.02 , 1800.11 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-29.svrp , 4 , 758.6 , 663 , 95.6 , 95.6 , 758.6 , 745.85 , 1.68073 , 690.178 , 9.01947 , 92433 , 2255 , 17986 , 405 , 0 , 0.045 , 1800.09 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-29.svrp , 4 , 758.6 , 663 , 95.6 , 95.6 , 758.6 , 758.6 , 0 , 690.178 , 9.01947 , 24425 , 1904 , 0 , 388 , 56416 , 0.048 , 102.071 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-30.svrp , 4 , 715.44 , 627 , 88.44 , 88.44 , 715.44 , 675.245 , 5.61824 , 646.066 , 9.69669 , 34012 , 2706 , 7854 , 4858 , 0 , 0.113 , 1800.13 , 1 , 
VRP-Gendreau-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-30.svrp , 4 , 715.44 , 627 , 88.44 , 88.44 , 715.44 , 645.34 , 9.79817 , 615.8 , 13.9271 , 52922 , 3936 , 23014 , 0 , 0 , 0.016 , 1800.1 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-30.svrp , 4 , 715.44 , 627 , 88.44 , 88.44 , 715.44 , 696.34 , 2.66969 , 615.8 , 13.9271 , 168721 , 8646 , 0 , 0 , 397889 , 0.018 , 1800.08 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-30.svrp , 4 , 715.44 , 627 , 88.44 , 88.44 , 715.44 , 701.76 , 1.91211 , 647.87 , 9.44454 , 94571 , 3519 , 12878 , 338 , 0 , 0.021 , 1800.08 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/HFI-Instances/TO_RUN/HFI-n20-LB10-UB20-V5-scen200-B0.05-30.svrp , 4 , 715.44 , 627 , 88.44 , 88.44 , 715.44 , 715.44 , 0 , 647.87 , 9.44454 , 30511 , 2212 , 0 , 283 , 31464 , 0.026 , 138.393 , 1 , 
