Algorithm , Instance , K , Model Solution Cost , Deterministic Cost , Model Recourse Cost , Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Root Lower Bound , Root Gap (%) , Node Count , CVRPSEP Cuts , Gendreau Cuts , Scenario Cuts , Partial Route Cuts , Root Time (s) , Time (s) , Solved
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V1-scen200-9.svrp , 3 , 438 , 438 , 0 , 0 , 438 , 438 , 0 , 438 , 0 , 1 , 26 , 0 , 1 , 0 , 0.014 , 0.059 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-21.svrp , 3 , 396.9 , 383 , 13.9 , 13.9 , 396.9 , 396.9 , 0 , 393.61 , 0.828962 , 34 , 16 , 11 , 531 , 0 , 0.047 , 0.32 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-21.svrp , 3 , 396.9 , 383 , 13.9 , 13.9 , 396.9 , 396.9 , 0 , 383 , 3.50214 , 335 , 42 , 189 , 0 , 0 , 0.002 , 0.228 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-21.svrp , 3 , 396.9 , 383 , 13.9 , 13.9 , 396.9 , 396.9 , 0 , 383.2 , 3.45175 , 190 , 37 , 0 , 0 , 259 , 0.004 , 0.214 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-21.svrp , 3 , 396.9 , 383 , 13.9 , 13.9 , 396.9 , 396.9 , 0 , 389.92 , 1.75863 , 36 , 23 , 10 , 10 , 0 , 0.005 , 0.081 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-21.svrp , 3 , 396.9 , 383 , 13.9 , 13.9 , 396.9 , 396.9 , 0 , 389.86 , 1.77375 , 86 , 28 , 0 , 11 , 71 , 0.006 , 0.168 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-22.svrp , 3 , 629.6 , 614 , 15.6 , 15.6 , 629.6 , 629.6 , 0 , 599.32 , 4.8094 , 1111 , 246 , 51 , 3280 , 0 , 0.082 , 11.079 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-22.svrp , 3 , 641.75 , 625 , 16.75 , 16.73 , 641.75 , 590 , 8.06389 , 558.15 , 13.0269 , 79302 , 2029 , 28895 , 0 , 0 , 0.009 , 1800.1 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-22.svrp , 3 , 629.6 , 614 , 15.6 , 15.6 , 629.6 , 629.6 , 0 , 558.34 , 11.3183 , 164434 , 2575 , 0 , 0 , 190257 , 0.014 , 653.222 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-22.svrp , 3 , 629.6 , 614 , 15.6 , 15.6 , 629.6 , 629.6 , 0 , 591.85 , 5.99587 , 1898 , 266 , 75 , 109 , 0 , 0.014 , 2.179 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-22.svrp , 3 , 629.6 , 614 , 15.6 , 15.6 , 629.6 , 629.6 , 0 , 591.85 , 5.99587 , 1917 , 236 , 0 , 100 , 2392 , 0.012 , 3.148 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-23.svrp , 3 , 571.14 , 541 , 30.14 , 30.14 , 571.14 , 571.14 , 0 , 537.618 , 5.86931 , 1076 , 215 , 87 , 2301 , 0 , 0.078 , 6.422 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-23.svrp , 3 , 571.14 , 541 , 30.14 , 30.14 , 571.14 , 571.14 , 0 , 516.2 , 9.61936 , 40789 , 1438 , 5528 , 0 , 0 , 0.008 , 169.508 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-23.svrp , 3 , 571.14 , 541 , 30.14 , 30.14 , 571.14 , 571.14 , 0 , 516.2 , 9.61936 , 16083 , 1282 , 0 , 0 , 20763 , 0.008 , 27.611 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-23.svrp , 3 , 571.14 , 541 , 30.14 , 30.14 , 571.14 , 571.14 , 0 , 536.05 , 6.14385 , 1950 , 288 , 135 , 91 , 0 , 0.019 , 2.189 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-23.svrp , 3 , 571.14 , 541 , 30.14 , 30.14 , 571.14 , 571.14 , 0 , 536.05 , 6.14385 , 2138 , 304 , 0 , 72 , 2711 , 0.02 , 3.221 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-24.svrp , 3 , 424.79 , 414 , 10.79 , 10.79 , 424.79 , 424.79 , 0 , 423.955 , 0.196568 , 1 , 15 , 3 , 244 , 0 , 0.029 , 0.123 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-24.svrp , 3 , 424.79 , 414 , 10.79 , 10.79 , 424.79 , 424.79 , 0 , 413 , 2.77549 , 457 , 55 , 159 , 0 , 0 , 0.002 , 0.305 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-24.svrp , 3 , 424.79 , 414 , 10.79 , 10.79 , 424.79 , 424.79 , 0 , 413.72 , 2.60599 , 364 , 56 , 0 , 0 , 146 , 0.004 , 0.351 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-24.svrp , 3 , 424.79 , 414 , 10.79 , 10.79 , 424.79 , 424.79 , 0 , 423.62 , 0.27543 , 48 , 23 , 2 , 6 , 0 , 0.005 , 0.08 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-24.svrp , 3 , 424.79 , 414 , 10.79 , 10.79 , 424.79 , 424.79 , 0 , 424.24 , 0.129476 , 1 , 20 , 0 , 6 , 9 , 0.007 , 0.056 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-25.svrp , 3 , 465.58 , 446 , 19.58 , 19.58 , 465.58 , 465.58 , 0 , 463.221 , 0.506688 , 1 , 26 , 3 , 311 , 0 , 0.056 , 0.203 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-25.svrp , 3 , 465.58 , 446 , 19.58 , 19.58 , 465.58 , 465.58 , 0 , 447.7 , 3.84037 , 300 , 60 , 136 , 0 , 0 , 0.005 , 0.216 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-25.svrp , 3 , 465.58 , 446 , 19.58 , 19.58 , 465.58 , 465.58 , 0 , 448.27 , 3.71794 , 94 , 52 , 0 , 0 , 180 , 0.007 , 0.172 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-25.svrp , 3 , 465.58 , 446 , 19.58 , 19.58 , 465.58 , 465.58 , 0 , 458.94 , 1.42618 , 17 , 33 , 6 , 12 , 0 , 0.011 , 0.075 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-25.svrp , 3 , 465.58 , 446 , 19.58 , 19.58 , 465.58 , 465.58 , 0 , 459.73 , 1.2565 , 12 , 30 , 0 , 12 , 21 , 0.012 , 0.086 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-26.svrp , 3 , 571.79 , 555 , 16.79 , 16.79 , 571.79 , 571.79 , 0 , 563.789 , 1.39932 , 134 , 39 , 21 , 1033 , 0 , 0.107 , 1.001 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-26.svrp , 3 , 571.79 , 555 , 16.79 , 16.79 , 571.79 , 571.79 , 0 , 546 , 4.5104 , 4607 , 192 , 1954 , 0 , 0 , 0.006 , 7.142 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-26.svrp , 3 , 571.79 , 555 , 16.79 , 16.79 , 571.79 , 571.79 , 0 , 546.56 , 4.41246 , 1265 , 134 , 0 , 0 , 2604 , 0.008 , 1.687 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-26.svrp , 3 , 571.79 , 555 , 16.79 , 16.79 , 571.79 , 571.79 , 0 , 554.66 , 2.99586 , 591 , 96 , 23 , 122 , 0 , 0.02 , 0.821 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-26.svrp , 3 , 571.79 , 555 , 16.79 , 16.79 , 571.79 , 571.79 , 0 , 554.66 , 2.99586 , 356 , 78 , 0 , 109 , 233 , 0.021 , 0.604 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-27.svrp , 3 , 421.47 , 416 , 5.47 , 5.47 , 421.47 , 421.47 , 0 , 421.28 , 0.0450803 , 3 , 20 , 5 , 266 , 0 , 0.032 , 0.117 , 1 , 
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-27.svrp , 3 , 421.47 , 416 , 5.47 , 5.47 , 421.47 , 421.47 , 0 , 413.5 , 1.891 , 412 , 29 , 252 , 0 , 0 , 0.003 , 0.308 , 1 , 
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-27.svrp , 3 , 421.47 , 416 , 5.47 , 5.47 , 421.47 , 421.47 , 0 , 413.5 , 1.891 , 59 , 24 , 0 , 0 , 59 , 0.004 , 0.106 , 1 , 
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-27.svrp , 3 , 421.47 , 416 , 5.47 , 5.47 , 421.47 , 421.47 , 0 , 416.75 , 1.11989 , 159 , 27 , 74 , 4 , 0 , 0.006 , 0.248 , 1 , 
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-27.svrp , 3 , 421.47 , 416 , 5.47 , 5.47 , 421.47 , 421.47 , 0 , 421.47 , 0 , 1 , 30 , 0 , 4 , 20 , 0.013 , 0.096 , 1 , 
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI1/RI-NEW-n16-LB0-UB20-V10-scen200-28.svrp , 3 , 457.08 , 436 , 21.08 , 21.08 , 457.08 , 457.08 , 0 , 437.3 , 4.32747 , 349 , 53 , 46 , 2449 , 0 , 0.058 , 2.324 , 1 , 
