Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
ILS , ./data/Jabali/k3/70_3_0.88_1_3.svrp , 809.02 , 728.5 , 9.95278 , 0.048 , 1800.1 , 3 , 735 , 74.02 , 65.89 , 74.02 , 809.02 , 737.88 , 8.79335 , 30568 , 1053 , 8.67033 , 6278 , 6.23876 , 4430 , 13.2945 , 0 , 0 , 0 , 0 , 0
ILS+SRI2 , ./data/Jabali/k3/70_3_0.88_1_3.svrp , 771.16 , 760.22 , 1.41864 , 60.222 , 86.401 , 3 , 766 , 5.16 , 5.04 , 5.16 , 771.16 , 771.16 , 0 , 6385 , 174 , 1.02851 , 316 , 1.03441 , 0 , 0 , 2505 , 0.672598 , 301 , 8.59646 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.88_1_3.svrp , 771.16 , 761.09 , 1.30582 , 60.257 , 119.613 , 3 , 766 , 5.16 , 5.04 , 5.16 , 771.16 , 771.16 , 0 , 4607 , 182 , 0.909861 , 355 , 32.8042 , 0 , 0 , 2479 , 0.657177 , 346 , 7.85435 , 1
ILS+SRI2 , ./data/Jabali/k3/70_3_0.88_1_4.svrp , 720.51 , 707.28 , 1.8362 , 60.245 , 171.182 , 3 , 714 , 6.51 , 6.51 , 6.51 , 720.51 , 720.51 , 0 , 10819 , 394 , 1.66383 , 1932 , 2.07045 , 0 , 0 , 1648 , 0.438884 , 446 , 11.9357 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.88_1_4.svrp , 720.51 , 710.58 , 1.37819 , 60.559 , 359.1 , 3 , 714 , 6.51 , 6.51 , 6.51 , 720.51 , 720.51 , 0 , 18132 , 361 , 2.99764 , 1598 , 192.457 , 0 , 0 , 1668 , 0.447708 , 356 , 15.6525 , 1
ILS , ./data/Jabali/k3/70_3_0.88_1_5.svrp , 847.61 , 721.5 , 14.8783 , 0.032 , 1800.22 , 3 , 722 , 125.61 , 87.95 , 125.61 , 847.61 , 735.5 , 13.2266 , 22469 , 1013 , 5.36366 , 7923 , 6.24981 , 3768 , 9.53267 , 0 , 0 , 0 , 0 , 0
ILS+SRI2 , ./data/Jabali/k3/70_3_0.88_1_5.svrp , 776.79 , 764.42 , 1.59245 , 60.179 , 71.703 , 3 , 775 , 1.79 , 1.79 , 1.79 , 776.79 , 776.79 , 0 , 2169 , 147 , 0.869835 , 162 , 0.194873 , 0 , 0 , 2857 , 1.06467 , 272 , 3.51015 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.88_1_5.svrp , 776.79 , 765.01 , 1.5165 , 60.239 , 87.135 , 3 , 775 , 1.79 , 1.79 , 1.79 , 776.79 , 776.79 , 0 , 2447 , 152 , 0.9571 , 210 , 14.1968 , 0 , 0 , 2758 , 1.02397 , 303 , 3.96216 , 1
ILS+SRI2 , ./data/Jabali/k3/70_3_0.88_1_6.svrp , 727.41 , 720.15 , 0.998062 , 60.235 , 63.526 , 3 , 724 , 3.41 , 3.13 , 3.41 , 727.41 , 727.41 , 0 , 422 , 96 , 0.327606 , 47 , 0.062508 , 0 , 0 , 2375 , 0.795746 , 121 , 0.621147 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.88_1_6.svrp , 727.41 , 720.041 , 1.0131 , 60.169 , 65.564 , 3 , 724 , 3.41 , 3.13 , 3.41 , 727.41 , 727.41 , 0 , 276 , 109 , 0.314124 , 51 , 2.47723 , 0 , 0 , 2385 , 0.797318 , 111 , 0.447981 , 1
ILS , ./data/Jabali/k3/70_3_0.88_1_7.svrp , 857.73 , 759.05 , 11.5048 , 0.035 , 1800.07 , 3 , 770 , 87.73 , 69.42 , 87.73 , 857.73 , 773.26 , 9.84809 , 27982 , 1330 , 6.54464 , 8371 , 8.32456 , 3320 , 11.7236 , 0 , 0 , 0 , 0 , 0
ILS+SRI2 , ./data/Jabali/k3/70_3_0.88_1_7.svrp , 811.96 , 796.63 , 1.88802 , 60.201 , 118.266 , 3 , 805 , 6.96 , 6.84 , 6.96 , 811.96 , 811.96 , 0 , 7469 , 379 , 1.56826 , 286 , 0.614463 , 0 , 0 , 2068 , 0.736928 , 541 , 9.44013 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.88_1_7.svrp , 811.96 , 796.52 , 1.90157 , 60.37 , 449.268 , 3 , 805 , 6.96 , 6.84 , 6.96 , 811.96 , 811.96 , 0 , 10939 , 656 , 2.83364 , 1440 , 146.1 , 0 , 0 , 2078 , 0.741019 , 963 , 13.4285 , 1
ILS , ./data/Jabali/k3/70_3_0.88_1_8.svrp , 793.62 , 719.851 , 9.29529 , 0.032 , 1800.09 , 3 , 744 , 49.62 , 38.78 , 49.62 , 793.62 , 748.1 , 5.73574 , 23886 , 888 , 5.18041 , 9563 , 7.93415 , 2855 , 9.76695 , 0 , 0 , 0 , 0 , 0
ILS+SRI2 , ./data/Jabali/k3/70_3_0.88_1_8.svrp , 777.83 , 759.24 , 2.38998 , 60.172 , 1218.38 , 3 , 753 , 24.83 , 24.83 , 24.83 , 777.83 , 777.83 , 0 , 60346 , 551 , 7.86433 , 8780 , 8.72912 , 0 , 0 , 2240 , 0.605352 , 443 , 39.726 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.88_1_8.svrp , 777.83 , 759.34 , 2.37713 , 60.476 , 1800.13 , 3 , 753 , 24.83 , 24.83 , 24.83 , 777.83 , 776.21 , 0.208272 , 39499 , 444 , 6.32345 , 7765 , 1002.74 , 0 , 0 , 2250 , 0.612377 , 392 , 29.0414 , 0
ILS+SRI2 , ./data/Jabali/k3/70_3_0.88_1_9.svrp , 794.94 , 789.47 , 0.688102 , 59.318 , 63.305 , 3 , 791 , 3.94 , 3.94 , 3.94 , 794.94 , 794.94 , 0 , 480 , 78 , 0.58511 , 73 , 0.085964 , 0 , 0 , 606 , 48.7489 , 127 , 0.807495 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.88_1_9.svrp , 794.94 , 789.98 , 0.623946 , 59.315 , 66.755 , 3 , 791 , 3.94 , 3.94 , 3.94 , 794.94 , 794.94 , 0 , 202 , 66 , 0.53793 , 77 , 4.32527 , 0 , 0 , 606 , 48.6259 , 115 , 0.397769 , 1
ILS , ./data/Jabali/k3/70_3_0.90_1_0.svrp , 843.84 , 731.45 , 13.3189 , 0.017 , 1800.18 , 3 , 765 , 78.84 , 65.52 , 78.84 , 843.84 , 748.14 , 11.341 , 22400 , 1278 , 6.24977 , 7579 , 6.23366 , 3630 , 9.54003 , 0 , 0 , 0 , 0 , 0
ILS+SRI2 , ./data/Jabali/k3/70_3_0.90_1_0.svrp , 802.3 , 775.35 , 3.35909 , 60.199 , 1800.11 , 3 , 783 , 19.3 , 17.31 , 19.3 , 802.3 , 795.91 , 0.79646 , 70908 , 987 , 22.1963 , 2268 , 5.18104 , 0 , 0 , 1900 , 0.893072 , 2274 , 49.5702 , 0
ILS+SRI , ./data/Jabali/k3/70_3_0.90_1_0.svrp , 802.3 , 774.71 , 3.43886 , 60.121 , 1800.14 , 3 , 783 , 19.3 , 17.31 , 19.3 , 802.3 , 795.25 , 0.878724 , 47031 , 875 , 14.8367 , 4011 , 258.129 , 0 , 0 , 1923 , 0.911239 , 2112 , 35.2111 , 0
ILS+SRI2 , ./data/Jabali/k3/70_3_0.90_1_1.svrp , 749.94 , 728.81 , 2.81756 , 60.154 , 206.783 , 3 , 742 , 7.94 , 7.94 , 7.94 , 749.94 , 749.94 , 0 , 20325 , 372 , 5.64962 , 325 , 1.02964 , 0 , 0 , 2228 , 0.76895 , 654 , 16.8027 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.90_1_1.svrp , 749.94 , 727.75 , 2.9589 , 60.137 , 580.441 , 3 , 742 , 7.94 , 7.94 , 7.94 , 749.94 , 749.94 , 0 , 38351 , 525 , 9.49172 , 897 , 96.7898 , 0 , 0 , 2228 , 0.770594 , 811 , 26.6546 , 1
ILS+SRI2 , ./data/Jabali/k3/70_3_0.90_1_2.svrp , 768.87 , 734.11 , 4.52092 , 60.367 , 1800.12 , 3 , 705 , 63.87 , 56.34 , 63.87 , 768.87 , 753.9 , 1.94701 , 55015 , 1038 , 18.3839 , 4382 , 6.12436 , 0 , 0 , 1752 , 0.467125 , 2181 , 43.3989 , 0
ILS+SRI , ./data/Jabali/k3/70_3_0.90_1_2.svrp , 768.09 , 734.6 , 4.36017 , 60.544 , 1800.12 , 3 , 701 , 67.09 , 58.47 , 67.09 , 768.09 , 756.19 , 1.5493 , 54967 , 879 , 16.3747 , 6253 , 445.632 , 0 , 0 , 1761 , 0.470431 , 2034 , 41.8996 , 0
ILS+SRI2 , ./data/Jabali/k3/70_3_0.90_1_3.svrp , 713.84 , 700.79 , 1.82814 , 60.148 , 87.148 , 3 , 705 , 8.84 , 8.74 , 8.84 , 713.84 , 713.84 , 0 , 3751 , 187 , 1.02136 , 228 , 0.36879 , 0 , 0 , 2014 , 0.716808 , 369 , 6.39235 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.90_1_3.svrp , 713.84 , 700.55 , 1.86176 , 60.338 , 582.396 , 3 , 705 , 8.84 , 8.74 , 8.84 , 713.84 , 713.84 , 0 , 15161 , 610 , 3.79332 , 2260 , 206.528 , 0 , 0 , 2034 , 0.724692 , 1126 , 17.3415 , 1
ILS+SRI2 , ./data/Jabali/k3/70_3_0.90_1_4.svrp , 746.62 , 732.93 , 1.8336 , 60.298 , 108.628 , 3 , 739 , 7.62 , 6.28 , 7.62 , 746.62 , 746.62 , 0 , 7980 , 265 , 1.69563 , 455 , 0.7361 , 0 , 0 , 2317 , 0.734397 , 490 , 9.86975 , 1
ILS+SRI , ./data/Jabali/k3/70_3_0.90_1_4.svrp , 746.62 , 733.49 , 1.75859 , 60.375 , 199.639 , 3 , 739 , 7.62 , 6.28 , 7.62 , 746.62 , 746.62 , 0 , 14477 , 283 , 3.20904 , 636 , 67.7229 , 0 , 0 , 2379 , 0.748892 , 397 , 13.5401 , 1
