Algorithm , Instance , K , Model Solution Cost , Deterministic Cost , Model Recourse Cost , Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Root Lower Bound , Root Gap (%) , Node Count , CVRPSEP Cuts , Gendreau Cuts , Scenario Cuts , Partial Route Cuts , Elementary Route Cuts , Root Time (s) , Time (s) , Solved
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-77.svrp , 6 , 973 , 852 , 121 , 121 , 973 , 880.593 , 9.49716 , 857.828 , 11.8368 , 5417 , 2802 , 777 , 29417 , 0 , 0 , 0.203 , 600.113 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-77.svrp , 6 , 988.47 , 854 , 134.47 , 134.47 , 988.47 , 837.32 , 15.2913 , 824.5 , 16.5883 , 18182 , 4084 , 11566 , 0 , 0 , 0 , 0.027 , 600.074 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-77.svrp , 6 , 984.53 , 854 , 130.53 , 130.53 , 984.53 , 853.5 , 13.3089 , 825.17 , 16.1864 , 29500 , 8504 , 0 , 0 , 141820 , 8737 , 0.028 , 600.098 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-77.svrp , 6 , 975.37 , 853 , 122.37 , 122.37 , 975.37 , 875.58 , 10.231 , 846.49 , 13.2134 , 23866 , 6760 , 1823 , 1873 , 0 , 0 , 0.053 , 600.08 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-77.svrp , 6 , 970.79 , 854 , 116.79 , 116.76 , 970.79 , 877.82 , 9.57674 , 846.49 , 12.804 , 25517 , 7702 , 0 , 1731 , 119443 , 6827 , 0.054 , 600.079 , 0
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-78.svrp , 7 , 868.03 , 763 , 105.03 , 105.03 , 868.03 , 800.035 , 7.83324 , 774.837 , 10.7362 , 8440 , 3379 , 1269 , 25437 , 0 , 0 , 0.116 , 600.08 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-78.svrp , 7 , 866.35 , 761 , 105.35 , 105.35 , 866.35 , 753.5 , 13.0259 , 743 , 14.2379 , 21214 , 4125 , 12581 , 0 , 0 , 0 , 0.016 , 600.063 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-78.svrp , 7 , 863.45 , 771 , 92.45 , 92.43 , 863.45 , 781.8 , 9.45625 , 744.17 , 13.8143 , 41375 , 7986 , 0 , 0 , 235334 , 19231 , 0.019 , 600.065 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-78.svrp , 7 , 869.39 , 779 , 90.39 , 90.39 , 869.39 , 788.96 , 9.25131 , 759.304 , 12.6624 , 31117 , 6167 , 4875 , 1503 , 0 , 0 , 0.028 , 600.081 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-78.svrp , 7 , 864.24 , 766 , 98.24 , 98.21 , 864.24 , 793.96 , 8.132 , 759.304 , 12.142 , 37319 , 7060 , 0 , 1594 , 195768 , 24196 , 0.026 , 600.038 , 0
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-79.svrp , 6 , 835.26 , 702 , 133.26 , 133.26 , 835.26 , 781.879 , 6.39093 , 752.235 , 9.94001 , 6992 , 3634 , 1058 , 28569 , 0 , 0 , 0.136 , 600.075 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-79.svrp , 6 , 830.55 , 705 , 125.55 , 125.55 , 830.55 , 714.5 , 13.9727 , 702.5 , 15.4175 , 24116 , 3302 , 11381 , 0 , 0 , 0 , 0.023 , 600.082 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-79.svrp , 6 , 830.74 , 705 , 125.74 , 125.55 , 830.74 , 751.5 , 9.53848 , 703.88 , 15.2707 , 40843 , 9546 , 0 , 0 , 258187 , 16820 , 0.023 , 600.071 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-79.svrp , 6 , 835.27 , 702 , 133.27 , 133.26 , 835.27 , 766.6 , 8.22129 , 720.384 , 13.7543 , 28499 , 6048 , 2386 , 1769 , 0 , 0 , 0.027 , 600.072 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-79.svrp , 6 , 841.27 , 707 , 134.27 , 133.78 , 841.27 , 770.79 , 8.37781 , 720.384 , 14.3695 , 28013 , 7130 , 0 , 1460 , 160513 , 7753 , 0.028 , 600.069 , 0
VRP-Gendreau-SCEN_CUTS , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-80.svrp , 6 , 826.41 , 738 , 88.41 , 88.41 , 826.41 , 764.42 , 7.50112 , 746.032 , 9.72622 , 6187 , 2256 , 798 , 38843 , 0 , 0 , 0.233 , 600.077 , 0
VRP-Gendreau-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-80.svrp , 6 , 822.72 , 735 , 87.72 , 87.72 , 822.72 , 734 , 10.7837 , 721.67 , 12.2824 , 25166 , 3083 , 13006 , 0 , 0 , 0 , 0.019 , 600.067 , 0
VRP-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-80.svrp , 6 , 822.72 , 735 , 87.72 , 87.72 , 822.72 , 755.13 , 8.21543 , 721.67 , 12.2824 , 45780 , 7502 , 0 , 0 , 242776 , 25883 , 0.019 , 600.071 , 0
VRP-Gendreau-SCEN_CUTS-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-80.svrp , 6 , 825.49 , 731 , 94.49 , 94.46 , 825.49 , 763.85 , 7.46708 , 735.27 , 10.9293 , 29100 , 4976 , 7559 , 1883 , 0 , 0 , 0.042 , 600.084 , 0
VRP-SCEN_CUTS-PARTIAL_ROUTE-NODE , ../Tina/RI-Instances/RI3/RI-NEW-n25-LB0-UB30-V10-scen200-80.svrp , 6 , 820.5 , 734 , 86.5 , 86.49 , 820.5 , 782.22 , 4.66545 , 735.89 , 10.312 , 38596 , 6191 , 0 , 2047 , 209397 , 10075 , 0.053 , 600.066 , 0
