Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved , Wrong Cuts
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 762.22 , 672.964 , 11.71 , 0.349 , 1800.08 , 12 , 736 , 26.22 , 26.22 , 26.22 , 762.22 , 694.241 , 8.91862 , 14530 , 14915 , 11.5996 , 345 , 0.034783 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 767.14 , 672.964 , 12.2763 , 0.341 , 1800.11 , 12 , 752 , 15.14 , 14.02 , 15.14 , 767.14 , 692.076 , 9.78488 , 13166 , 15046 , 9.84121 , 277 , 0.032008 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 762.13 , 672.964 , 11.6996 , 0.348 , 1800.35 , 12 , 736 , 26.13 , 26.13 , 26.13 , 762.13 , 696.338 , 8.63259 , 12639 , 14916 , 8.35319 , 379 , 0.056171 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 749.59 , 672.964 , 10.2224 , 0.36 , 1800.21 , 12 , 740 , 9.59 , 9.59 , 9.59 , 749.59 , 697.183 , 6.99142 , 13750 , 14994 , 9.95217 , 299 , 0.038983 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 867.94 , 728.28 , 16.0909 , 0.338 , 1800.24 , 13 , 791 , 76.94 , 75.98 , 76.94 , 867.94 , 745.448 , 14.113 , 12642 , 14234 , 8.50884 , 667 , 0.117249 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 915.47 , 728.28 , 20.4474 , 0.346 , 1800.11 , 13 , 827 , 88.47 , 87.59 , 88.47 , 915.47 , 745.202 , 18.599 , 11441 , 14164 , 8.03692 , 569 , 0.080381 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 899.97 , 728.28 , 19.0772 , 0.342 , 1800.12 , 13 , 805 , 94.97 , 94.16 , 94.97 , 899.97 , 745.333 , 17.1824 , 12333 , 14808 , 9.09806 , 517 , 0.078618 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 936.36 , 728.28 , 22.2222 , 0.328 , 1800.13 , 13 , 802 , 134.36 , 133.56 , 134.36 , 936.36 , 746.331 , 20.2944 , 12762 , 14472 , 8.14035 , 764 , 0.144986 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$ , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 781.31 , 712.955 , 8.74883 , 0.329 , 1800.08 , 12 , 770 , 11.31 , 11.3 , 11.31 , 781.31 , 735.362 , 5.88088 , 13878 , 13966 , 12.8584 , 302 , 0.041355 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$ , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 817.26 , 712.955 , 12.7628 , 0.321 , 1800.2 , 12 , 776 , 41.26 , 41.26 , 41.26 , 817.26 , 732.875 , 10.3254 , 11382 , 14708 , 9.47292 , 297 , 0.031753 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{HS}$+\textsc{sep} , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 792.41 , 712.955 , 10.0271 , 0.322 , 1800.07 , 12 , 769 , 23.41 , 23.4 , 23.41 , 792.41 , 733.825 , 7.39326 , 13655 , 13874 , 12.5346 , 272 , 0.042292 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
\textsc{pr}+$\mathcal{W}_{OF}$+\textsc{sep} , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 794.04 , 712.955 , 10.2118 , 0.326 , 1800.13 , 12 , 770 , 24.04 , 24.03 , 24.04 , 794.04 , 733.412 , 7.63541 , 14327 , 13531 , 13.446 , 312 , 0.054776 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
