Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SVRP-SET-PR-Basic , ./data/Jabali/k3/60_3_0.90_1_8.svrp , 732.26 , 617 , 15.7403 , 0.024 , 1800.11 , 3 , 611 , 121.26 , 106.37 , 121.26 , 732.26 , 650.89 , 11.1122 , 27706 , 1634 , 6.34925 , 8795 , 7.84714 , 3421 , 7.75622 , 0 , 0 , 0 , 0 , 0
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_8.svrp , 696.35 , 668.51 , 3.99798 , 60.349 , 125.626 , 3 , 687 , 9.35 , 9.28 , 9.35 , 696.35 , 696.35 , 0 , 10849 , 322 , 2.28122 , 363 , 0.62837 , 0 , 0 , 2472 , 0.340049 , 593 , 7.48253 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_8.svrp , 696.35 , 669.33 , 3.88023 , 60.125 , 237.782 , 3 , 687 , 9.35 , 9.28 , 9.35 , 696.35 , 696.35 , 0 , 13227 , 405 , 3.59248 , 854 , 37.4145 , 0 , 0 , 2463 , 0.338905 , 839 , 9.53503 , 1
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_9.svrp , 732.81 , 718.23 , 1.9896 , 60.267 , 131.856 , 3 , 723 , 9.81 , 9.81 , 9.81 , 732.81 , 732.81 , 0 , 12387 , 347 , 2.62392 , 562 , 0.661436 , 0 , 0 , 2537 , 0.456144 , 712 , 8.06823 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/60_3_0.90_1_9.svrp , 732.81 , 718.71 , 1.9241 , 60.182 , 185.447 , 3 , 723 , 9.81 , 9.81 , 9.81 , 732.81 , 732.81 , 0 , 12000 , 325 , 2.57165 , 795 , 43.0262 , 0 , 0 , 2537 , 0.461328 , 688 , 7.70106 , 1
SVRP-SET-PR-Basic , ./data/Jabali/k3/70_3_0.85_1_0.svrp , 730.81 , 642 , 12.1523 , 0.065 , 1800.12 , 3 , 650 , 80.81 , 74.86 , 80.81 , 730.81 , 664.75 , 9.03929 , 29576 , 944 , 8.63776 , 6832 , 10.1436 , 6213 , 13.8577 , 0 , 0 , 0 , 0 , 0
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/70_3_0.85_1_0.svrp , 705.64 , 700.3 , 0.75676 , 60.174 , 71.937 , 3 , 704 , 1.64 , 1.64 , 1.64 , 705.64 , 705.64 , 0 , 1124 , 150 , 0.606888 , 163 , 0.15825 , 0 , 0 , 3227 , 0.946073 , 218 , 1.92623 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/70_3_0.85_1_0.svrp , 705.64 , 699.18 , 0.915481 , 60.148 , 89.504 , 3 , 704 , 1.64 , 1.64 , 1.64 , 705.64 , 705.64 , 0 , 1148 , 186 , 0.672346 , 225 , 17.0966 , 0 , 0 , 3227 , 0.954049 , 273 , 2.24567 , 1
SVRP-SRI-PR-Basic-FLOW , ./data/Jabali/k3/70_3_0.85_1_1.svrp , 785.99 , 770.72 , 1.94277 , 60.138 , 108.5 , 3 , 781 , 4.99 , 4.99 , 4.99 , 785.99 , 785.99 , 0 , 9311 , 230 , 2.64449 , 242 , 0.630227 , 0 , 0 , 2100 , 0.711871 , 506 , 11.4416 , 1
SVRP-SRI-PR-SCENOPT_CUTS-Basic-FLOW , ./data/Jabali/k3/70_3_0.85_1_1.svrp , 785.99 , 771.23 , 1.87789 , 60.37 , 170.531 , 3 , 781 , 4.99 , 4.99 , 4.99 , 785.99 , 785.99 , 0 , 11807 , 289 , 3.39618 , 453 , 26.3756 , 0 , 0 , 2104 , 0.706975 , 558 , 13.2977 , 1
SVRP-SET-PR-Basic , ./data/Jabali/k3/70_3_0.85_1_2.svrp , 708.03 , 656.09 , 7.33585 , 0.04 , 1800.08 , 3 , 700 , 8.03 , 7.29 , 8.03 , 708.03 , 684.34 , 3.3459 , 45140 , 809 , 13.194 , 5706 , 6.77533 , 4184 , 17.9128 , 0 , 0 , 0 , 0 , 0
